sig 640
-109768.58109287443 3307.099870386244 3307.099870386244 -178777.5436588876
-89694.14851196636 3253.0369106686403 3253.0369106686403 -157317.84704731288
-107853.62146213304 10844.797826140788 10844.797826140788 -171540.04468675138
-88080.32530248848 9561.825498581391 9561.825498581391 -150358.0343477523
-98702.77232651493 3349.3172026635225 3349.3172026635225 -187411.42958935513
-85677.47239842034 3809.556186113901 3809.556186113901 -170756.10890700374
-95485.70828947918 8046.748849524454 8046.748849524454 -178255.61669426007
-82540.00185938018 7411.459920685564 7411.459920685564 -161376.19312203882
-94068.96167381723 3557.086391253908 3557.086391253908 -195188.85080678572
-85548.46249148206 4027.336194839525 4027.336194839525 -181659.0928385114
-90148.01737248858 6320.558532962997 6320.558532962997 -184459.99465209342
-81673.59514754174 5983.359880580074 5983.359880580074 -171269.45984982618
-94452.05700183942 4127.991587832634 4127.991587832634 -201661.7694000597
-89438.17521580815 4454.126837025124 4454.126837025124 -192358.10694369386
-89877.59435572816 5452.639192504137 5452.639192504137 -190510.57175436802
-84680.55589855935 5770.996340820008 5770.996340820008 -181216.28579896712
-96040.93981945053 4548.877342585551 4548.877342585551 -207171.6625049219
-94364.2913010317 5094.755749646614 5094.755749646614 -203559.47498782686
-91750.40176417514 5010.100892031441 5010.100892031441 -197411.04371441144
-90002.12860476524 5581.182769427872 5581.182769427872 -193652.79327893138
-98605.23188142703 5209.588710718783 5209.588710718783 -212638.28847658503
-99894.25292573607 5686.712266956636 5686.712266956636 -214153.35826478328
-96168.08294582486 4913.2157085378985 4913.2157085378985 -207674.91621126162
-97460.80923130565 5390.964497497398 5390.964497497398 -209432.88328847347
-101073.00278585602 5653.319337448112 5653.319337448112 -216722.6896962157
-105969.18123770472 5924.844949678305 5924.844949678305 -225295.02671364837
-101880.91691544835 4409.216649073014 4409.216649073014 -219604.95739088012
-106845.26474834137 4502.718354300681 4502.718354300681 -228395.66740739625
-102564.31530058452 5408.2317106832625 5408.2317106832625 -216663.5249184027
-114323.77378003759 4669.024989180054 4669.024989180054 -235616.1452132827
-108908.22791808865 1698.3754509490127 1698.3754509490127 -231495.67757411592
-120638.22959489812 448.88644217247224 448.88644217247224 -250366.4701829578
-106175.60664388815 3146.405251009618 3146.405251009618 -211539.54594102272
-127299.82397469773 -516.0340355615831 -516.0340355615831 -237002.49375719618
-119534.18491491298 -3960.742273209764 -3960.742273209764 -242008.00819432604
-141421.87677560386 -8849.544254080834 -8849.544254080834 -267190.73108306405
-125716.46644133117 -194.848780860123 -194.848780860123 -219131.7506200617
-137681.85672304733 -1048.0656952796326 -1048.0656952796326 -229469.5080928854
-127687.01459822878 -4238.358990787374 -4238.358990787374 -223748.5888681505
-139718.78441901345 -5276.145454653929 -5276.145454653929 -233777.8717153728
-106813.9131804323 16509.527437846806 16509.527437846806 -163489.12762924895
-90741.83922945512 15745.201722382611 15745.201722382611 -146409.69617121216
-101020.25104332952 20695.101371381566 20695.101371381566 -147055.6184460718
-85133.41025609207 18644.530731037627 18644.530731037627 -130889.71143974444
-98797.06340112245 14702.741694807137 14702.741694807137 -172470.04990754943
-88925.42135235577 14545.985175462862 14545.985175462862 -158438.3847180352
-89039.0526347582 16781.787518160272 16781.787518160272 -147526.61579923984
-79340.22626819441 15893.232632796673 15893.232632796673 -134023.01357011186
-96965.2564385458 14509.517740320884 14509.517740320884 -180673.37115938158
-91091.60813091292 15074.961265594102 15074.961265594102 -169428.07809922038
-84185.13310260672 15155.363904464768 15155.363904464768 -150197.31184876975
-78565.11541260553 14652.756927142129 14652.756927142129 -139959.42252666544
-98560.65195981869 15186.061657962706 15186.061657962706 -188861.58301984266
-94795.79730044307 16372.401029654286 16372.401029654286 -180484.46481792096
-84695.96347943041 14815.067585680941 14815.067585680941 -156247.3607974376
-80993.12142401624 15312.789989667272 15312.789989667272 -148826.0760577763
-101295.51435862303 16571.51247064167 16571.51247064167 -197029.75828039538
-99030.94162989188 17626.35248369947 17626.35248369947 -190631.91286680347
-87751.23795940881 15813.553109380413 15813.553109380413 -166568.44069101542
-85462.37434141524 16860.47184252266 16860.47184252266 -160595.881387626
-104486.1895420672 17858.754418316952 17858.754418316952 -204584.20280031153
-102023.50617940378 18498.359439829015 18498.359439829015 -198802.95974003754
-93877.32246053524 17544.642390833123 17544.642390833123 -180238.08257441875
-91534.09135159585 18378.103653947845 18378.103653947845 -174657.35994016836
-105253.69178825774 17636.53611333946 17636.53611333946 -209114.2167781902
-103556.50643241897 17698.709600377188 17698.709600377188 -205444.10125117996
-100333.29986279618 17631.924181524428 17631.924181524428 -197700.62443466164
-98751.31161145396 17774.723954375022 17774.723954375022 -194001.38059345874
-103033.01445129297 15371.296097763205 15371.296097763205 -209731.81574713506
-102146.71490828715 14490.52031991752 14490.52031991752 -209462.43519628298
-109454.97589556547 16261.059019921917 16261.059019921917 -223051.4363665863
-108648.88825386742 15546.89267934942 15546.89267934942 -222639.12831365585
-99466.67780150703 10909.899803764656 10909.899803764656 -206683.17780875613
-102931.40490783224 7379.090909577564 7379.090909577564 -216885.38062905832
-124659.85622856661 10443.90176006679 10443.90176006679 -260426.84199450535
-128391.68381421707 6234.721793725801 6234.721793725801 -269352.33284788905
-95908.41910574608 6247.093988278151 6247.093988278151 -199943.85129263453
-140597.38563398217 -7031.800117110506 -7031.800117110506 -259679.0957503998
-147668.80805587818 -5759.613954140348 -5759.613954140348 -307172.8275751746
-197815.3542441656 -24598.416837840552 -24598.416837840552 -367265.4346856902
-99852.69250349987 22865.957981447908 22865.957981447908 -138400.96803789897
-91646.73196198368 22317.08314782387 22317.08314782387 -130285.79748041804
-93070.26453131383 23162.004865468698 23162.004865468698 -123029.31265863647
-85035.34004046633 22264.23443796432 22264.23443796432 -115480.58034112425
-95908.04109137971 21416.45284818462 21416.45284818462 -144442.889203771
-93024.79750514259 22484.83659641297 22484.83659641297 -138982.37008704062
-82558.52454906992 20576.88903410831 20576.88903410831 -118542.09184536725
-79820.2639688205 20907.62451433606 20907.62451433606 -113665.69165253114
-99094.17916610227 23014.375965319676 23014.375965319676 -152437.89378465674
-98970.65541213076 24965.30798538165 24965.30798538165 -148064.4991753201
-78838.1465364685 20384.865255760567 20384.865255760567 -114061.93624946101
-78650.51376547011 21294.269393852515 21294.269393852515 -110740.82955390864
-105555.2183783766 26539.499327905127 26539.499327905127 -161094.1826140396
-106657.27911424964 28949.22426278501 28949.22426278501 -158025.32052277078
-77940.80055943107 20873.100855146236 20873.100855146236 -109511.04003625504
-78482.09997519861 22212.326967794957 22212.326967794957 -107344.57345967092
-113810.42732133003 30503.931989401004 30503.931989401004 -170242.51816592153
-114974.2849811752 32540.208209431345 32540.208209431345 -167389.39582218495
-77149.14101057523 22087.292213115277 22087.292213115277 -104652.38922383387
-77861.29168751057 23016.75247985 23016.75247985 -101796.38853861277
-123902.7383596948 36024.0906434536 36024.0906434536 -182374.67295664272
-122850.90570382948 34200.17458590715 34200.17458590715 -174220.61269952307
-77433.70106301655 22332.897196437953 22332.897196437953 -97519.81437255205
-76175.57460881458 21674.07122447229 21674.07122447229 -93352.72912038023
-131671.06305654446 37323.75237883181 37323.75237883181 -187774.21001683432
-132169.01019965118 39288.1578870963 39288.1578870963 -180782.24104595548
-74824.70277392704 22150.005325133483 22150.005325133483 -89814.51949207016
-75877.76864739631 23663.556996177416 23663.556996177416 -89440.93383348492
-142778.65668930055 42140.91639539774 42140.91639539774 -196041.91759348067
-142509.5739248642 43476.896197842245 43476.896197842245 -188584.82580750206
-71113.25782506372 22368.256339130996 22368.256339130996 -82547.84673569618
-71251.53731785971 23505.047680206844 23505.047680206844 -81323.66969726501
-156647.56507193172 47431.65020162305 47431.65020162305 -206113.8741562977
-165851.4760746883 51085.57682845959 51085.57682845959 -196768.03471669348
-64490.3276676023 20284.34622915324 20284.34622915324 -70725.16819648398
-63433.25621065401 20710.152105882677 20710.152105882677 -65872.47364420282
-164069.84998120417 46398.50895318166 46398.50895318166 -199198.23153128885
-163982.19272162614 43682.687515769045 43682.687515769045 -200787.7864892899
-46977.203117052064 12472.953425536558 12472.953425536558 -46621.23816434243
-69888.3257340586 23103.35208251379 23103.35208251379 -75454.72496719481
-91911.54013364924 23362.716208215432 23362.716208215432 -116179.54668384604
-90283.37426253471 23501.858040083567 23501.858040083567 -114470.22421158216
-87993.33245813788 22843.233747643364 22843.233747643364 -107698.46426156802
-86344.52104616395 22895.935255774264 22895.935255774264 -106094.96645393272
-89098.46493795837 21655.582815745456 21655.582815745456 -116790.0999676813
-91793.4710116825 22991.719646324374 22991.719646324374 -118079.77211914268
-82814.21428423571 20347.061525289653 20347.061525289653 -104621.9063707459
-85628.2303316465 21667.202582224163 21667.202582224163 -105906.35349400535
-91602.69760525225 22015.116049628126 22015.116049628126 -117742.85171650039
-95616.31718534454 23814.950219342405 23814.950219342405 -119696.11231747374
-84132.93838266483 20409.430104246567 20409.430104246567 -102956.96155554759
-88279.3534214487 22096.43930819262 22096.43930819262 -104951.48987233813
-95284.60680965784 23211.945127937593 23211.945127937593 -116933.15515105076
-99905.30024379327 25109.849419038324 25109.849419038324 -118988.58034200112
-87499.22280663533 21385.625042295145 21385.625042295145 -101243.6143006952
-91990.30155823697 23161.097256199027 23161.097256199027 -103519.89233454772
-98985.34484543714 24534.378695171406 24534.378695171406 -114433.36037571768
-103368.89131584723 26150.307127349148 26150.307127349148 -116730.30801289181
-90801.3207847686 22340.005458863117 22340.005458863117 -98615.73587662453
-95174.86823954657 23911.50244965681 23911.50244965681 -101007.30817830474
