# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-537073.89093,-43722.90485,104412.90711,  -0.00094,   0.00034,   0.00054,547342.48109,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54880684.68422,   0.00000
-1066969.39449,-88098.39037,208825.81421,  -0.00187,   0.00067,   0.00109,1087663.27095,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54340363.89435,   0.00000
-1596864.89805,-132473.87589,314543.88266,  -0.00280,   0.00100,   0.00164,1628741.08147,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53799286.08384,   0.00000
-2122192.33693,-174891.61940,418956.78976,  -0.00373,   0.00134,   0.00218,2165573.39151,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53262453.77379,   0.00000
-2640341.38844,-217961.94358,524674.85821,  -0.00464,   0.00166,   0.00273,2696157.86558,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52731869.29973,   0.00000
-3160448.18196,-265600.33245,630392.92665,  -0.00554,   0.00198,   0.00328,3226723.70766,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52201303.45765,   0.00000
-3675986.91080,-311280.97931,736110.99510,  -0.00645,   0.00230,   0.00383,3753809.93155,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51674217.23375,   0.00000
-4186957.57495,-355003.88416,841829.06354,  -0.00734,   0.00262,   0.00438,4277415.55228,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51150611.61302,   0.00000
-4695317.91642,-401337.11169,948852.29333,  -0.00823,   0.00293,   0.00493,4798295.37503,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50629731.79027,   0.00000
-5201067.93521,-450280.66189,1054570.36177,  -0.00911,   0.00324,   0.00548,5314910.72103,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50113116.44427,   0.00000
-5702249.88932,-497266.47009,1161593.59155,  -0.00999,   0.00354,   0.00604,5828832.56616,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49599194.59915,   0.00000
-6198863.77874,-542294.53628,1268616.82134,  -0.01086,   0.00385,   0.00660,6339286.35347,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49088740.81184,   0.00000
-6692867.34549,-589932.92515,1375640.05112,  -0.01172,   0.00415,   0.00715,6846262.33798,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48581764.82732,   0.00000
-7182302.84755,-635613.57201,1482663.28090,  -0.01258,   0.00445,   0.00771,7349774.20417,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48078252.96114,   0.00000
-7664559.96224,-681946.79954,1589686.51069,  -0.01342,   0.00474,   0.00827,7846337.89248,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47581689.27283,   0.00000
-8146817.07694,-728280.02706,1696709.74047,  -0.01426,   0.00503,   0.00882,8342920.82858,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47085106.33673,   0.00000
-8626463.86896,-777223.57727,1805038.13159,  -0.01509,   0.00531,   0.00939,8836840.62511,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46591186.54020,   0.00000
-9101542.59629,-824209.38547,1912061.36138,  -0.01592,   0.00560,   0.00994,9326508.34247,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46101518.82284,   0.00000
-9572053.25894,-869237.45166,2020389.75250,  -0.01674,   0.00588,   0.01051,9813527.11380,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45614500.05150,   0.00000
-10041911.34091,-921443.90521,2128718.14362,  -0.01756,   0.00616,   0.01107,10297101.87637,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45130925.28893,   0.00000
-10505243.61619,-967124.55207,2237046.53474,  -0.01837,   0.00643,   0.01163,10777231.82937,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44650795.33594,   0.00000
-10961397.50411,-1013457.77960,2344069.76453,  -0.01916,   0.00671,   0.01219,11249640.32853,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44178386.83677,   0.00000
-11417551.39203,-1059791.00713,2452398.15565,  -0.01995,   0.00698,   0.01275,11722891.64930,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43705135.51600,   0.00000
-11871094.95727,-1108734.55733,2560726.54677,  -0.02074,   0.00724,   0.01332,12192713.23098,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43235313.93433,   0.00000
-12315502.39314,-1153762.62352,2669054.93790,  -0.02151,   0.00751,   0.01388,12655637.62994,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42772389.53536,   0.00000
-12761867.57102,-1203358.75440,2778688.49036,  -0.02229,   0.00776,   0.01445,13119434.45074,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42308592.71456,   0.00000
-13199096.61953,-1249039.40125,2887016.88148,  -0.02305,   0.00802,   0.01501,13575516.88447,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41852510.28083,   0.00000
-13631757.60335,-1292762.30611,2995345.27260,  -0.02380,   0.00828,   0.01558,14028175.47820,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41399851.68710,   0.00000
-14066376.32918,-1341053.27564,3103673.66372,  -0.02455,   0.00853,   0.01614,14480883.17411,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40947143.99120,   0.00000
-14493816.66764,-1389996.82585,3212002.05485,  -0.02529,   0.00878,   0.01670,14926731.89984,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40501295.26547,   0.00000
-14916688.94142,-1436982.63405,3321635.60731,  -0.02603,   0.00902,   0.01727,15370012.83092,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40058014.33439,   0.00000
-15334993.15051,-1482010.70023,3429963.99843,  -0.02675,   0.00926,   0.01784,15809038.73727,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39618988.42804,   0.00000
-15748729.29492,-1525081.02442,3538292.38955,  -0.02747,   0.00951,   0.01840,16244654.42634,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39183372.73896,   0.00000
-16159855.11665,-1570761.67127,3646620.78067,  -0.02819,   0.00975,   0.01896,16676883.93983,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38751143.22547,   0.00000
-16568370.61570,-1619052.64081,3756254.33314,  -0.02889,   0.00998,   0.01953,17106592.64609,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38321434.51922,   0.00000
-16967749.98538,-1663428.12633,3864582.72426,  -0.02958,   0.01021,   0.02010,17528602.31249,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37899424.85281,   0.00000
-17367129.35506,-1707803.61185,3972911.11538,  -0.03028,   0.01044,   0.02066,17950660.07600,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37477367.08930,   0.00000
-17759330.33738,-1752831.67804,4081239.50650,  -0.03095,   0.01066,   0.02122,18365910.37373,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37062116.79158,   0.00000
-18146963.25501,-1795902.00222,4189567.89763,  -0.03163,   0.01089,   0.02179,18777774.34210,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36650252.82321,   0.00000
-18534596.17264,-1838972.32640,4297896.28875,  -0.03230,   0.01111,   0.02235,19189690.00750,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36238337.15780,   0.00000
-18915050.70291,-1882695.23125,4406224.67987,  -0.03296,   0.01133,   0.02291,19594817.08153,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35833210.08378,   0.00000
-19286369.10380,-1922502.65209,4514553.07099,  -0.03360,   0.01154,   0.02348,19993136.87735,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35434890.28795,   0.00000
-19659645.24671,-1966878.13761,4622881.46211,  -0.03425,   0.01175,   0.02404,20391548.08846,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35036479.07685,   0.00000
-20028353.32492,-2009295.88112,4731209.85324,  -0.03488,   0.01197,   0.02460,20786590.84676,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34641436.31855,   0.00000
-20387925.27377,-2047798.14061,4839538.24436,  -0.03551,   0.01218,   0.02517,21174843.80067,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34253183.36464,   0.00000
-20749454.96462,-2090868.46480,4946561.47414,  -0.03613,   0.01238,   0.02572,21562296.78098,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33865730.38432,   0.00000
