# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
184615.38462,-184615.38462,-269230.76923,   0.00048,  -0.00048,  -0.00140,565423.86049,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54862603.30482,   0.00000
372115.38462,-362500.00000,-536538.46154,   0.00096,  -0.00095,  -0.00279,1126227.55184,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54301799.61347,   0.00000
556730.76923,-547115.38462,-803846.15385,   0.00144,  -0.00143,  -0.00418,1688900.90875,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53739126.25655,   0.00000
737500.00000,-727884.61538,-1071153.84615,   0.00191,  -0.00190,  -0.00557,2247809.79034,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53180217.37497,   0.00000
915384.61538,-915384.61538,-1338461.53846,   0.00238,  -0.00238,  -0.00696,2808598.37856,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52619428.78674,   0.00000
1093269.23077,-1102884.61538,-1603846.15385,   0.00285,  -0.00286,  -0.00834,3366646.60404,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52061380.56126,   0.00000
1264423.07692,-1293269.23077,-1869230.76923,   0.00331,  -0.00334,  -0.00972,3922833.34934,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51505193.81597,   0.00000
1435576.92308,-1483653.84615,-2134615.38462,   0.00377,  -0.00382,  -0.01110,4479035.34049,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50948991.82482,   0.00000
1606730.76923,-1674038.46154,-2400000.00000,   0.00423,  -0.00430,  -0.01248,5035247.52525,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50392779.64006,   0.00000
1771153.84615,-1867307.69231,-2663461.53846,   0.00468,  -0.00478,  -0.01385,5586877.05845,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49841150.10685,   0.00000
1935576.92308,-2060576.92308,-2926923.07692,   0.00513,  -0.00526,  -0.01522,6138523.96886,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49289503.19645,   0.00000
2100000.00000,-2253846.15385,-3190384.61538,   0.00558,  -0.00574,  -0.01659,6690183.95790,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48737843.20741,   0.00000
2264423.07692,-2447115.38462,-3451923.07692,   0.00603,  -0.00622,  -0.01795,7239102.76987,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48188924.39544,   0.00000
2422115.38462,-2643269.23077,-3715384.61538,   0.00647,  -0.00670,  -0.01932,7788970.84042,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47639056.32488,   0.00000
2570192.30769,-2849038.46154,-3976923.07692,   0.00690,  -0.00719,  -0.02068,8336260.36489,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47091766.80041,   0.00000
2727884.61538,-3045192.30769,-4238461.53846,   0.00734,  -0.00767,  -0.02204,8883420.09317,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46544607.07213,   0.00000
2875961.53846,-3250961.53846,-4498076.92308,   0.00777,  -0.00816,  -0.02339,9428023.86827,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46000003.29704,   0.00000
3026923.07692,-3450000.00000,-4757692.30769,   0.00820,  -0.00864,  -0.02474,9970684.84173,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45457342.32358,   0.00000
3168269.23077,-3658653.84615,-5017307.69231,   0.00862,  -0.00913,  -0.02609,10513582.05985,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44914445.10545,   0.00000
3309615.38462,-3867307.69231,-5276923.07692,   0.00904,  -0.00962,  -0.02744,11056521.84441,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44371505.32090,   0.00000
3453846.15385,-4069230.76923,-5534615.38462,   0.00946,  -0.01010,  -0.02878,11594744.14189,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43833283.02341,   0.00000
3595192.30769,-4277884.61538,-5792307.69231,   0.00988,  -0.01059,  -0.03012,12134991.04167,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43293036.12364,   0.00000
3729807.69231,-4489423.07692,-6050000.00000,   0.01029,  -0.01108,  -0.03146,12673538.16862,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42754488.99668,   0.00000
3864423.07692,-4700961.53846,-6305769.23077,   0.01070,  -0.01157,  -0.03279,13209371.14823,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42218656.01708,   0.00000
3996153.84615,-4919230.76923,-6561538.46154,   0.01111,  -0.01207,  -0.03412,13747270.30462,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41680756.86068,   0.00000
4130769.23077,-5130769.23077,-6817307.69231,   0.01152,  -0.01256,  -0.03545,14283176.24062,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41144850.92468,   0.00000
4258653.84615,-5345192.30769,-7071153.84615,   0.01192,  -0.01305,  -0.03677,14814661.22850,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40613365.93681,   0.00000
4386538.46154,-5559615.38462,-7325000.00000,   0.01232,  -0.01354,  -0.03809,15346184.69247,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40081842.47284,   0.00000
4504807.69231,-5783653.84615,-7578846.15385,   0.01271,  -0.01404,  -0.03941,15878127.07984,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39549900.08546,   0.00000
4629807.69231,-6004807.69231,-7832692.30769,   0.01311,  -0.01454,  -0.04073,16411798.98411,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39016228.18119,   0.00000
4750961.53846,-6222115.38462,-8084615.38462,   0.01350,  -0.01503,  -0.04204,16939020.16148,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38489007.00382,   0.00000
4869230.76923,-6446153.84615,-8336538.46154,   0.01389,  -0.01553,  -0.04335,17468363.94472,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37959663.22058,   0.00000
4980769.23077,-6673076.92308,-8586538.46154,   0.01427,  -0.01603,  -0.04465,17993359.94802,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37434667.21729,   0.00000
5092307.69231,-6900000.00000,-8836538.46154,   0.01465,  -0.01653,  -0.04595,18518416.68871,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36909610.47659,   0.00000
5210576.92308,-7124038.46154,-9086538.46154,   0.01504,  -0.01703,  -0.04725,19045155.02480,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36382872.14051,   0.00000
5315384.61538,-7353846.15385,-9334615.38462,   0.01541,  -0.01753,  -0.04854,19565940.32266,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35862086.84264,   0.00000
5426923.07692,-7580769.23077,-9582692.30769,   0.01579,  -0.01803,  -0.04983,20088399.22154,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35339627.94376,   0.00000
5531730.76923,-7810576.92308,-9830769.23077,   0.01616,  -0.01853,  -0.05112,20609299.76664,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34818727.39866,   0.00000
5633653.84615,-8047115.38462,-10078846.15385,   0.01653,  -0.01904,  -0.05241,21132397.01471,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34295630.15060,   0.00000
5738461.53846,-8276923.07692,-10325000.00000,   0.01690,  -0.01954,  -0.05369,21650659.94799,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33777367.21732,   0.00000
5840384.61538,-8513461.53846,-10569230.76923,   0.01727,  -0.02005,  -0.05496,22168376.72846,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33259650.43684,   0.00000
5935576.92308,-8752884.61538,-10815384.61538,   0.01763,  -0.02056,  -0.05624,22687333.81360,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32740693.35171,   0.00000
6033653.84615,-8985576.92308,-11059615.38462,   0.01799,  -0.02106,  -0.05751,23201437.66029,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32226589.50501,   0.00000
6128846.15385,-9225000.00000,-11301923.07692,   0.01835,  -0.02157,  -0.05877,23715024.38660,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31713002.77871,   0.00000
6224038.46154,-9464423.07692,-11544230.76923,   0.01871,  -0.02208,  -0.06003,24228674.83699,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31199352.32832,   0.00000
