# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-843269.23077,-1493269.23077,13461.53846,  -0.00037,  -0.00206,   0.00007,1297024.14573,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54131003.01957,   0.00000
-1679807.69231,-2983653.84615,25000.00000,  -0.00073,  -0.00412,   0.00013,2591110.66434,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52836916.50097,   0.00000
-2519230.76923,-4480769.23077,40384.61538,  -0.00109,  -0.00619,   0.00021,3891094.65364,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51536932.51167,   0.00000
-3351923.07692,-5975000.00000,53846.15385,  -0.00144,  -0.00826,   0.00028,5188156.81662,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50239870.34869,   0.00000
-4184615.38462,-7469230.76923,67307.69231,  -0.00179,  -0.01033,   0.00035,6485225.29981,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48942801.86549,   0.00000
-5013461.53846,-8967307.69231,82692.30769,  -0.00213,  -0.01241,   0.00043,7785285.20226,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47642741.96305,   0.00000
-5835576.92308,-10462500.00000,98076.92308,  -0.00246,  -0.01449,   0.00051,9082510.55414,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46345516.61117,   0.00000
-6660576.92308,-11964423.07692,113461.53846,  -0.00279,  -0.01658,   0.00059,10385536.32847,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45042490.83684,   0.00000
-7485576.92308,-13466346.15385,128846.15385,  -0.00312,  -0.01867,   0.00067,11688574.53213,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43739452.63317,   0.00000
-8303846.15385,-14965384.61538,146153.84615,  -0.00344,  -0.02076,   0.00076,12988857.87874,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42439169.28657,   0.00000
-9125000.00000,-16471153.84615,161538.46154,  -0.00376,  -0.02286,   0.00084,14294878.07577,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41133149.08953,   0.00000
-9939423.07692,-17974038.46154,178846.15385,  -0.00407,  -0.02496,   0.00093,15598159.34298,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39829867.82232,   0.00000
-10756730.76923,-19483653.84615,196153.84615,  -0.00438,  -0.02707,   0.00102,16907247.97856,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38520779.18674,   0.00000
-11564423.07692,-20983653.84615,213461.53846,  -0.00468,  -0.02917,   0.00111,18207758.14168,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37220269.02363,   0.00000
-12371153.84615,-22494230.76923,230769.23077,  -0.00497,  -0.03129,   0.00120,19517070.45643,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35910956.70888,   0.00000
-13175000.00000,-23998076.92308,250000.00000,  -0.00526,  -0.03340,   0.00130,20820690.61161,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34607336.55370,   0.00000
-13981730.76923,-25508653.84615,267307.69231,  -0.00555,  -0.03552,   0.00139,22130057.52796,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33297969.63735,   0.00000
-14781730.76923,-27016346.15385,286538.46154,  -0.00583,  -0.03764,   0.00149,23436733.59694,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31991293.56837,   0.00000
-15581730.76923,-28524038.46154,305769.23077,  -0.00611,  -0.03976,   0.00159,24743437.52652,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30684589.63879,   0.00000
-16377884.61538,-30035576.92308,325000.00000,  -0.00638,  -0.04189,   0.00169,26053188.81393,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29374838.35138,   0.00000
-17174038.46154,-31547115.38462,344230.76923,  -0.00665,  -0.04402,   0.00179,27362971.28731,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28065055.87800,   0.00000
-17966346.15385,-33062500.00000,363461.53846,  -0.00691,  -0.04616,   0.00189,28675817.22511,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26752209.94019,   0.00000
-18755769.23077,-34571153.84615,382692.30769,  -0.00717,  -0.04829,   0.00199,29982900.69889,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25445126.46642,   0.00000
-19541346.15385,-36083653.84615,401923.07692,  -0.00742,  -0.05043,   0.00209,31293062.17949,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24134964.98581,   0.00000
-20326923.07692,-37596153.84615,421153.84615,  -0.00767,  -0.05257,   0.00219,32603260.11715,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22824767.04816,   0.00000
-21108653.84615,-39112500.00000,442307.69231,  -0.00791,  -0.05472,   0.00230,33916627.31129,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21511399.85401,   0.00000
-21887500.00000,-40622115.38462,461538.46154,  -0.00815,  -0.05686,   0.00240,35224159.56903,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20203867.59627,   0.00000
-22662500.00000,-42135576.92308,482692.30769,  -0.00838,  -0.05901,   0.00251,36534876.65865,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18893150.50665,   0.00000
-23437500.00000,-43649038.46154,503846.15385,  -0.00861,  -0.06116,   0.00262,37845636.58818,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17582390.57712,   0.00000
-24215384.61538,-45169230.76923,523076.92308,  -0.00884,  -0.06332,   0.00272,39162160.21748,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16265866.94783,   0.00000
-24986538.46154,-46686538.46154,544230.76923,  -0.00906,  -0.06548,   0.00283,40476086.15338,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14951941.01193,   0.00000
-25748076.92308,-48194230.76923,565384.61538,  -0.00927,  -0.06763,   0.00294,41781545.72140,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13646481.44390,   0.00000
-26512500.00000,-49708653.84615,586538.46154,  -0.00948,  -0.06979,   0.00305,43092856.95392,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-12335170.21138,   0.00000
-27279807.69231,-51229807.69231,605769.23077,  -0.00969,  -0.07196,   0.00315,44409938.87682,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-11018088.28849,   0.00000
-28037500.00000,-52741346.15385,626923.07692,  -0.00989,  -0.07412,   0.00326,45718646.14372,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-9709381.02159,   0.00000
-28798076.92308,-54259615.38462,648076.92308,  -0.01009,  -0.07629,   0.00337,47033206.66918,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-8394820.49613,   0.00000
-29551923.07692,-55775000.00000,669230.76923,  -0.01028,  -0.07846,   0.00348,48345132.97527,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-7082894.19004,   0.00000
-30305769.23077,-57290384.61538,690384.61538,  -0.01047,  -0.08063,   0.00359,49657109.61688,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-5770917.54842,   0.00000
-31052884.61538,-58802884.61538,711538.46154,  -0.01065,  -0.08280,   0.00370,50966464.97414,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-4461562.19117,   0.00000
-31800000.00000,-60315384.61538,732692.30769,  -0.01083,  -0.08497,   0.00381,52275873.06383,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-3152154.10147,   0.00000
-32550000.00000,-61834615.38462,753846.15385,  -0.01101,  -0.08715,   0.00392,53591139.94930,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-1836887.21601,   0.00000
-33290384.61538,-63344230.76923,773076.92308,  -0.01118,  -0.08932,   0.00402,54897909.04852,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-530118.11679,   0.00000
-33711460.20151,-64165059.25595,784514.49660,  -0.01134,  -0.09150,   0.00413,55609045.35945,   0.00083,55109045.35655,  -0.00003,  -0.00101,   0.00005,   0.00290,   2.00000
-33916166.95980,-64510423.72544,789254.30841,  -0.01150,  -0.09368,   0.00424,55909065.59630,   0.00223,55409065.57535,  -0.00009,  -0.00273,   0.00014,   0.02095,   2.00000
-34117793.76931,-64850029.47385,793902.38263,  -0.01166,  -0.09586,   0.00435,56204102.03803,   0.00363,55704102.01933,  -0.00015,  -0.00444,   0.00022,   0.01870,   2.00000
