# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-891681.46154,-829625.75087,-82740.94755,  -0.00098,  -0.00081,  -0.00043,874157.31221,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54553869.85309,   0.00000
-1788534.23229,-1661467.77713,-166959.41202,  -0.00196,  -0.00163,  -0.00087,1752530.80289,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53675496.36242,   0.00000
-2680215.69383,-2491093.52800,-251177.87649,  -0.00293,  -0.00244,  -0.00131,2627109.84526,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52800917.32004,   0.00000
-3574852.18921,-3317764.24504,-336873.85788,  -0.00392,  -0.00325,  -0.00175,3502436.71949,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51925590.44581,   0.00000
-4469488.68458,-4144434.96207,-422569.83927,  -0.00490,  -0.00406,  -0.00220,4377768.94053,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51050258.22478,   0.00000
-5358953.87074,-4968889.40372,-508265.82066,  -0.00588,  -0.00486,  -0.00264,5249304.88971,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50178722.27560,   0.00000
-6253590.36612,-5795560.12075,-595439.31897,  -0.00686,  -0.00567,  -0.00310,6125070.98659,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49302956.17871,   0.00000
-7148226.86149,-6622230.83779,-682612.81728,  -0.00784,  -0.00648,  -0.00355,7000840.01743,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48427187.14788,   0.00000
-8040647.08149,-7443730.24560,-771263.83251,  -0.00883,  -0.00728,  -0.00401,7873579.95334,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47554447.21196,   0.00000
-8933067.30149,-8265229.65341,-858437.33082,  -0.00981,  -0.00807,  -0.00446,8745890.68267,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46682136.48264,   0.00000
-9825487.52148,-9086729.06122,-948565.86298,  -0.01079,  -0.00887,  -0.00493,9619076.80882,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45808950.35649,   0.00000
-10715691.46610,-9903057.15981,-1037216.87821,  -0.01178,  -0.00967,  -0.00539,10488371.47362,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44939655.69168,   0.00000
-11611066.71994,-10721601.53378,-1127345.41036,  -0.01277,  -0.01046,  -0.00586,11361914.54349,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44066112.62182,   0.00000
-12501270.66455,-11537929.63237,-1218951.45943,  -0.01375,  -0.01125,  -0.00634,12232102.64707,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43195924.51824,   0.00000
-13396645.91839,-12356474.00634,-1310557.50850,  -0.01474,  -0.01204,  -0.00681,13106103.44910,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42321923.71620,   0.00000
-14286849.86300,-13172802.10493,-1402163.55758,  -0.01573,  -0.01283,  -0.00729,13976306.24600,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41451720.91930,   0.00000
-15180008.84146,-13986175.16968,-1493769.60665,  -0.01672,  -0.01361,  -0.00777,14846869.85472,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40581157.31058,   0.00000
-16073167.81992,-14799548.23443,-1586853.17264,  -0.01771,  -0.01440,  -0.00825,15717889.11572,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39710138.04959,   0.00000
-16964110.52299,-15607749.98995,-1681414.25556,  -0.01870,  -0.01517,  -0.00874,16585920.87997,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38842106.28533,   0.00000
-17857269.50145,-16421123.05470,-1775975.33847,  -0.01969,  -0.01596,  -0.00924,17457411.08324,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37970616.08206,   0.00000
-18748212.20453,-17229324.81023,-1870536.42138,  -0.02068,  -0.01673,  -0.00973,18325467.96430,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37102559.20101,   0.00000
-19636938.63222,-18032355.25653,-1965097.50430,  -0.02167,  -0.01750,  -0.01022,19190095.51776,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36237931.64755,   0.00000
-20527881.33530,-18840557.01206,-2061136.10413,  -0.02267,  -0.01828,  -0.01072,20058629.76690,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35369397.39841,   0.00000
-21416607.76299,-19643587.45836,-2158652.22089,  -0.02366,  -0.01905,  -0.01122,20924195.25063,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34503831.91467,   0.00000
-22310505.49991,-20448834.18005,-2254690.82072,  -0.02466,  -0.01981,  -0.01172,21793130.56068,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33634896.60462,   0.00000
-23197015.65222,-21246693.31713,-2352206.93747,  -0.02565,  -0.02058,  -0.01223,22655292.25317,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32772734.91214,   0.00000
-24088697.11376,-22046768.72960,-2451200.57115,  -0.02664,  -0.02134,  -0.01275,23521746.50213,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31906280.66318,   0.00000
-24975207.26607,-22844627.86668,-2550194.20482,  -0.02764,  -0.02210,  -0.01326,24384403.94823,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31043623.21707,   0.00000
-25866888.72761,-23644703.27914,-2649187.83850,  -0.02863,  -0.02286,  -0.01378,25250893.16237,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30177134.00294,   0.00000
-26756353.91377,-24439607.38238,-2748181.47217,  -0.02963,  -0.02361,  -0.01429,26113973.33496,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29314053.83034,   0.00000
-27645819.09992,-25234511.48563,-2848652.62277,  -0.03063,  -0.02436,  -0.01481,26977538.97806,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28450488.18724,   0.00000
-28533068.01069,-26024244.27965,-2950601.29029,  -0.03163,  -0.02511,  -0.01534,27838172.93563,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27589854.22967,   0.00000
-29420316.92147,-26813977.07367,-3052549.95780,  -0.03263,  -0.02585,  -0.01587,28698830.89203,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26729196.27328,   0.00000
-30307565.83224,-27603709.86769,-3154498.62532,  -0.03363,  -0.02660,  -0.01640,29559510.75098,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25868516.41432,   0.00000
-31194814.74302,-28393442.66171,-3256447.29283,  -0.03463,  -0.02734,  -0.01693,30420210.65344,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25007816.51187,   0.00000
-32085018.68763,-29180220.42188,-3359873.47727,  -0.03563,  -0.02808,  -0.01747,31281816.12151,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24146211.04380,   0.00000
-32970051.32303,-29964781.90668,-3463299.66171,  -0.03663,  -0.02882,  -0.01801,32139623.13488,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23288404.03043,   0.00000
-33858038.99226,-30746388.35764,-3568203.36306,  -0.03764,  -0.02955,  -0.01855,32998348.61439,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22429678.55092,   0.00000
-34740855.35228,-31525778.53322,-3673107.06442,  -0.03864,  -0.03028,  -0.01910,33853277.20270,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21574749.96261,   0.00000
-35628843.02151,-32307384.98417,-3778010.76578,  -0.03964,  -0.03101,  -0.01965,34712057.38024,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20715969.78506,   0.00000
-36514614.41536,-33083820.12591,-3884391.98406,  -0.04065,  -0.03173,  -0.02020,35567946.07507,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19860081.09024,   0.00000
-37400385.80922,-33860255.26764,-3990773.20233,  -0.04166,  -0.03245,  -0.02075,36423865.07659,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19004162.08872,   0.00000
-38283940.92769,-34631519.10016,-4098631.93753,  -0.04266,  -0.03317,  -0.02131,37276903.94803,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18151123.21727,   0.00000
-39167496.04616,-35402782.93267,-4206490.67273,  -0.04367,  -0.03388,  -0.02187,38129976.61558,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17298050.54972,   0.00000
