# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
154010.43164,419753.92153,75495.30963,  -0.00005,   0.00064,   0.00039,390339.22476,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55037687.94055,   0.00000
315570.39424,847057.37402,152500.52545,  -0.00009,   0.00130,   0.00079,787117.44354,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54640909.72177,   0.00000
480150.16923,1271341.01413,229505.74127,  -0.00012,   0.00194,   0.00119,1180862.48647,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54247164.67884,   0.00000
657564.14685,1705439.04448,309530.76947,  -0.00013,   0.00259,   0.00161,1583320.96024,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53844706.20507,   0.00000
832713.26519,2134252.40317,388045.89148,  -0.00015,   0.00323,   0.00202,1980647.18129,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53447379.98401,   0.00000
1015411.91449,2570615.29281,469580.82588,  -0.00016,   0.00389,   0.00244,2385457.90153,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53042569.26378,   0.00000
1208679.90713,3011507.90104,551115.76028,  -0.00015,   0.00454,   0.00287,2793084.96280,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52634942.20250,   0.00000
1399683.04049,3447115.83759,635670.50706,  -0.00014,   0.00518,   0.00331,3198293.54746,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52229733.61784,   0.00000
1598235.70481,3890273.30510,718715.34765,  -0.00013,   0.00583,   0.00374,3608415.90060,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51819611.26471,   0.00000
1807357.71248,4337960.49119,804780.00063,  -0.00009,   0.00649,   0.00418,4023333.11100,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51404694.05431,   0.00000
2021764.39182,4787912.53657,890844.65360,  -0.00005,   0.00714,   0.00463,4439867.02806,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50988160.13725,   0.00000
2236171.07116,5237864.58195,978419.21277,  -0.00002,   0.00779,   0.00509,4857451.76541,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50570575.39990,   0.00000
2458882.23456,5687061.67423,1065993.77194,   0.00004,   0.00843,   0.00554,5273896.62183,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50154130.54347,   0.00000
2689142.92893,6143808.29748,1155078.23730,   0.00010,   0.00908,   0.00601,5697272.03593,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49730755.12938,   0.00000
2919403.62329,6600554.92072,1245672.60885,   0.00016,   0.00974,   0.00648,6121736.64667,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49306290.51863,   0.00000
3160233.66100,7061831.26255,1337776.88660,   0.00024,   0.01039,   0.00696,6550453.54945,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48877573.61585,   0.00000
3406348.37039,7525372.46366,1429881.16434,   0.00033,   0.01104,   0.00744,6980979.88405,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48447047.28125,   0.00000
3657747.75145,7991178.52406,1523495.34828,   0.00042,   0.01169,   0.00792,7414273.51583,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48013753.64948,   0.00000
3914431.80418,8459249.44375,1617109.53222,   0.00053,   0.01234,   0.00841,7849436.42287,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47578590.74244,   0.00000
4176400.52859,8929585.22273,1712233.62235,   0.00064,   0.01299,   0.00890,8287431.51485,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47140595.65045,   0.00000
4443653.92467,9402185.86100,1808867.61867,   0.00075,   0.01365,   0.00941,8728293.37562,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46699733.78968,   0.00000
4716191.99242,9877051.35855,1905501.61500,   0.00088,   0.01430,   0.00991,9171114.93425,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46256912.23106,   0.00000
4996279.59114,10359466.38707,2003645.51751,   0.00101,   0.01496,   0.01042,9621140.74174,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45806886.42356,   0.00000
5279387.00224,10838861.60321,2101789.42003,   0.00115,   0.01561,   0.01093,10068905.56139,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45359121.60391,   0.00000
5567779.08502,11320521.67863,2202953.13493,   0.00130,   0.01626,   0.01146,10520609.23741,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44907417.92790,   0.00000
5866740.51115,11806711.47263,2302606.94364,   0.00147,   0.01691,   0.01197,10975252.33121,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44452774.83409,   0.00000
6165701.93727,12292901.26663,2405280.56473,   0.00163,   0.01756,   0.01251,11432106.56709,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43995920.59822,   0.00000
6469948.03507,12781355.91992,2507954.18582,   0.00181,   0.01822,   0.01304,11891092.49409,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43536934.67121,   0.00000
6784763.47621,13274340.29179,2610627.80692,   0.00199,   0.01887,   0.01358,12354108.59053,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43073918.57478,   0.00000
7099578.91736,13767324.66365,2714811.33420,   0.00218,   0.01952,   0.01412,12818410.31519,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42609616.85011,   0.00000
7421943.88947,14267858.56648,2820504.76768,   0.00238,   0.02018,   0.01467,13290129.22818,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42137897.93712,   0.00000
7752613.34564,14767637.51622,2926198.20116,   0.00259,   0.02083,   0.01522,13761767.89308,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41666259.27223,   0.00000
8083282.80181,15267416.46595,3033401.54083,   0.00280,   0.02148,   0.01577,14234717.98720,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41193309.17810,   0.00000
8424521.60132,15771725.13426,3140604.88050,   0.00303,   0.02213,   0.01633,14711928.35370,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40716098.81161,   0.00000
8765760.40084,16276033.80257,3249318.12636,   0.00326,   0.02279,   0.01690,15190464.90457,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40237562.26073,   0.00000
9117568.54370,16784872.18946,3358031.37223,   0.00350,   0.02344,   0.01746,15673349.73678,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39754677.42852,   0.00000
9469376.68657,17293710.57635,3468254.52428,   0.00375,   0.02409,   0.01803,16157574.96997,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39270452.19533,   0.00000
9834019.03207,17812363.35349,3578477.67634,   0.00400,   0.02475,   0.01861,16650453.62072,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38777573.54459,   0.00000
10196396.51828,18325731.45896,3690210.73459,   0.00426,   0.02540,   0.01919,17140463.14478,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38287564.02052,   0.00000
10569343.34784,18843629.28300,3803453.69903,   0.00454,   0.02605,   0.01978,17635968.23739,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37792058.92792,   0.00000
10942290.17740,19361527.10704,3916696.66347,   0.00481,   0.02670,   0.02037,18131865.22731,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37296161.93800,   0.00000
11325806.35030,19883954.64967,4029939.62791,   0.00510,   0.02735,   0.02096,18632363.30603,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36795663.85927,   0.00000
11709322.52321,20406382.19229,4144692.49854,   0.00539,   0.02801,   0.02155,19134241.17208,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36293785.99323,   0.00000
12103408.03947,20933339.45349,4260955.27537,   0.00570,   0.02866,   0.02216,19641783.45738,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35786243.70793,   0.00000
12497493.55572,21460296.71469,4377218.05220,   0.00601,   0.02931,   0.02276,20149736.32561,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35278290.83970,   0.00000
12902148.41532,21991783.69446,4493480.82902,   0.00633,   0.02996,   0.02337,20662449.91606,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34765577.24924,   0.00000
13306803.27493,22523270.67424,4611253.51204,   0.00665,   0.03061,   0.02398,21176566.76965,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34251460.39565,   0.00000
