# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
32692.30769,832692.30769,50000.00000,  -0.00059,   0.00149,   0.00026,821415.01882,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54606612.14649,   0.00000
62500.00000,1658653.84615,100000.00000,  -0.00118,   0.00297,   0.00052,1637489.83691,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53790537.32840,   0.00000
85576.92308,2481730.76923,150000.00000,  -0.00178,   0.00445,   0.00078,2453860.65977,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52974166.50553,   0.00000
102884.61538,3291346.15385,196153.84615,  -0.00238,   0.00591,   0.00102,3258887.05841,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52169140.10690,   0.00000
120192.30769,4100961.53846,242307.69231,  -0.00298,   0.00737,   0.00126,4063934.88542,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51364092.27988,   0.00000
127884.61538,4900961.53846,288461.53846,  -0.00359,   0.00882,   0.00150,4864015.94081,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50564011.22449,   0.00000
132692.30769,5694230.76923,332692.30769,  -0.00420,   0.01026,   0.00173,5658475.34193,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49769551.82337,   0.00000
127884.61538,6477884.61538,375000.00000,  -0.00482,   0.01169,   0.00195,6447697.01386,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48980330.15145,   0.00000
126923.07692,7257692.30769,417307.69231,  -0.00543,   0.01311,   0.00217,7231284.50496,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48196742.66034,   0.00000
112500.00000,8031730.76923,457692.30769,  -0.00606,   0.01453,   0.00238,8015374.75315,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47412652.41216,   0.00000
99038.46154,8795192.30769,496153.84615,  -0.00668,   0.01593,   0.00258,8788211.41918,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46639815.74612,   0.00000
78846.15385,9555769.23077,534615.38462,  -0.00731,   0.01733,   0.00278,9561534.78711,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45866492.37819,   0.00000
55769.23077,10309615.38462,571153.84615,  -0.00794,   0.01872,   0.00297,10329325.74829,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45098701.41702,   0.00000
23076.92308,11053846.15385,607692.30769,  -0.00858,   0.02010,   0.00316,11092377.04022,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44335650.12509,   0.00000
-9615.38462,11798076.92308,642307.69231,  -0.00922,   0.02148,   0.00334,11855202.74397,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43572824.42134,   0.00000
-45192.30769,12535576.92308,675000.00000,  -0.00986,   0.02285,   0.00351,12612538.11841,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42815489.04689,   0.00000
-93269.23077,13256730.76923,707692.30769,  -0.01051,   0.02420,   0.00368,13359960.33399,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42068066.83132,   0.00000
-134615.38462,13980769.23077,738461.53846,  -0.01115,   0.02555,   0.00384,14106666.24488,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41321360.92043,   0.00000
-189423.07692,14699038.46154,769230.76923,  -0.01181,   0.02690,   0.00400,14854531.22175,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40573495.94355,   0.00000
-243269.23077,15406730.76923,798076.92308,  -0.01246,   0.02823,   0.00415,15591192.92365,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39836834.24165,   0.00000
-303846.15385,16111538.46154,825000.00000,  -0.01312,   0.02956,   0.00429,16328236.22064,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39099790.94467,   0.00000
-367307.69231,16809615.38462,850000.00000,  -0.01378,   0.03088,   0.00442,17059891.12964,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38368136.03567,   0.00000
-433653.84615,17500961.53846,875000.00000,  -0.01444,   0.03219,   0.00455,17786453.96676,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37641573.19855,   0.00000
-509615.38462,18182692.30769,900000.00000,  -0.01511,   0.03349,   0.00468,18508543.62531,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36919483.53999,   0.00000
-581730.76923,18860576.92308,923076.92308,  -0.01577,   0.03478,   0.00480,19224665.49770,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36203361.66760,   0.00000
-667307.69231,19532692.30769,944230.76923,  -0.01645,   0.03607,   0.00491,19941925.66951,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35486101.49580,   0.00000
-749038.46154,20200961.53846,963461.53846,  -0.01712,   0.03735,   0.00501,20653231.64195,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34774795.52336,   0.00000
-840384.61538,20859615.38462,982692.30769,  -0.01780,   0.03862,   0.00511,21360172.11220,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34067855.05311,   0.00000
-925000.00000,21521153.84615,1001923.07692,  -0.01847,   0.03989,   0.00521,22066587.97217,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33361439.19313,   0.00000
-1022115.38462,22166346.15385,1017307.69231,  -0.01915,   0.04114,   0.00529,22762972.78298,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32665054.38233,   0.00000
-1125961.53846,22808653.84615,1032692.30769,  -0.01984,   0.04239,   0.00537,23460253.76763,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31967773.39767,   0.00000
-1225961.53846,23447115.38462,1048076.92308,  -0.02052,   0.04363,   0.00545,24151829.30779,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31276197.85751,   0.00000
-1332692.30769,24082692.30769,1059615.38462,  -0.02121,   0.04487,   0.00551,24843818.35892,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30584208.80639,   0.00000
-1445192.30769,24704807.69231,1071153.84615,  -0.02190,   0.04609,   0.00557,25525701.04123,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29902326.12407,   0.00000
-1557692.30769,25326923.07692,1082692.30769,  -0.02259,   0.04731,   0.00563,26207778.59765,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29220248.56765,   0.00000
-1679807.69231,25939423.07692,1092307.69231,  -0.02329,   0.04852,   0.00568,26885462.13383,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28542565.03148,   0.00000
-1798076.92308,26548076.92308,1100000.00000,  -0.02398,   0.04972,   0.00572,27557194.22224,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27870832.94306,   0.00000
-1923076.92308,27153846.15385,1107692.30769,  -0.02468,   0.05092,   0.00576,28229939.20390,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27198087.96141,   0.00000
-2050961.53846,27752884.61538,1113461.53846,  -0.02538,   0.05211,   0.00579,28897552.42970,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26530474.73560,   0.00000
-2181730.76923,28345192.30769,1117307.69231,  -0.02608,   0.05329,   0.00581,29560050.46959,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25867976.69571,   0.00000
-2315384.61538,28930769.23077,1121153.84615,  -0.02678,   0.05446,   0.00583,30217664.20539,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25210362.95992,   0.00000
-2455769.23077,29513461.53846,1123076.92308,  -0.02749,   0.05563,   0.00584,30876161.84959,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24551865.31572,   0.00000
-2599038.46154,30089423.07692,1123076.92308,  -0.02820,   0.05679,   0.00584,31529602.83947,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23898424.32584,   0.00000
-2738461.53846,30661538.46154,1123076.92308,  -0.02890,   0.05794,   0.00584,32177297.30009,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23250729.86521,   0.00000
-2884615.38462,31230769.23077,1121153.84615,  -0.02961,   0.05909,   0.00583,32825929.81013,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22602097.35518,   0.00000
-3036538.46154,31786538.46154,1119230.76923,  -0.03032,   0.06022,   0.00582,33464663.03935,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21963364.12596,   0.00000
-3195192.30769,32339423.07692,1115384.61538,  -0.03104,   0.06135,   0.00580,34104405.33425,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21323621.83106,   0.00000
