# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
137500.00000,64423.07692,-169230.76923,   0.00020,   0.00001,  -0.00088,316410.44472,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55111616.72059,   0.00000
278846.15385,125000.00000,-338461.53846,   0.00041,   0.00001,  -0.00176,634186.91830,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54793840.24701,   0.00000
420192.30769,185576.92308,-509615.38462,   0.00062,   0.00001,  -0.00265,955063.29370,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54472963.87161,   0.00000
561538.46154,246153.84615,-678846.15385,   0.00083,   0.00001,  -0.00353,1272866.29678,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54155160.86853,   0.00000
709615.38462,309615.38462,-848076.92308,   0.00105,   0.00001,  -0.00441,1592925.37258,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53835101.79273,   0.00000
861538.46154,369230.76923,-1019230.76923,   0.00128,   0.00000,  -0.00530,1917542.03490,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53510485.13040,   0.00000
1013461.53846,428846.15385,-1190384.61538,   0.00151,  -0.00001,  -0.00619,2242195.53750,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53185831.62780,   0.00000
1172115.38462,491346.15385,-1359615.38462,   0.00175,  -0.00002,  -0.00707,2566129.98773,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52861897.17758,   0.00000
1330769.23077,553846.15385,-1530769.23077,   0.00199,  -0.00003,  -0.00796,2893166.81185,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52534860.35346,   0.00000
1496153.84615,619230.76923,-1701923.07692,   0.00224,  -0.00004,  -0.00885,3222589.80622,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52205437.35908,   0.00000
1658653.84615,677884.61538,-1873076.92308,   0.00249,  -0.00006,  -0.00974,3551272.40406,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51876754.76124,   0.00000
1827884.61538,739423.07692,-2044230.76923,   0.00275,  -0.00008,  -0.01063,3882391.90460,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51545635.26071,   0.00000
1997115.38462,800961.53846,-2215384.61538,   0.00301,  -0.00010,  -0.01152,4213571.36131,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51214455.80399,   0.00000
2173076.92308,865384.61538,-2388461.53846,   0.00328,  -0.00012,  -0.01242,4550258.46200,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50877768.70331,   0.00000
2349038.46154,929807.69231,-2559615.38462,   0.00355,  -0.00014,  -0.01331,4883980.21688,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50544046.94843,   0.00000
2528846.15385,990384.61538,-2730769.23077,   0.00383,  -0.00017,  -0.01420,5219453.61182,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50208573.55349,   0.00000
2708653.84615,1050961.53846,-2903846.15385,   0.00411,  -0.00020,  -0.01510,5558021.43356,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49870005.73175,   0.00000
2895192.30769,1114423.07692,-3076923.07692,   0.00440,  -0.00023,  -0.01600,5899150.36569,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49528876.79962,   0.00000
3081730.76923,1177884.61538,-3248076.92308,   0.00469,  -0.00026,  -0.01689,6237352.36571,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49190674.79960,   0.00000
3268269.23077,1241346.15385,-3421153.84615,   0.00498,  -0.00029,  -0.01779,6578628.39171,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48849398.77359,   0.00000
3458653.84615,1300961.53846,-3594230.76923,   0.00528,  -0.00033,  -0.01869,6921755.28250,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48506271.88281,   0.00000
3658653.84615,1370192.30769,-3767307.69231,   0.00559,  -0.00036,  -0.01959,7268282.96884,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48159744.19647,   0.00000
3855769.23077,1432692.30769,-3940384.61538,   0.00590,  -0.00040,  -0.02049,7614152.96956,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47813874.19575,   0.00000
4050000.00000,1488461.53846,-4113461.53846,   0.00621,  -0.00045,  -0.02139,7959362.16075,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47468665.00456,   0.00000
4253846.15385,1553846.15385,-4286538.46154,   0.00653,  -0.00049,  -0.02229,8308011.70148,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47120015.46382,   0.00000
4457692.30769,1619230.76923,-4459615.38462,   0.00685,  -0.00053,  -0.02319,8656754.85305,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46771272.31226,   0.00000
4665384.61538,1680769.23077,-4632692.30769,   0.00718,  -0.00058,  -0.02409,9007490.10316,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46420537.06214,   0.00000
4873076.92308,1742307.69231,-4805769.23077,   0.00751,  -0.00063,  -0.02499,9358331.53307,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46069695.63224,   0.00000
5087500.00000,1806730.76923,-4980769.23077,   0.00785,  -0.00068,  -0.02590,9714904.83353,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45713122.33178,   0.00000
5301923.07692,1871153.84615,-5153846.15385,   0.00819,  -0.00073,  -0.02680,10068628.59603,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45359398.56928,   0.00000
5513461.53846,1928846.15385,-5326923.07692,   0.00853,  -0.00079,  -0.02770,10421728.02086,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45006299.14444,   0.00000
5734615.38462,1996153.84615,-5501923.07692,   0.00888,  -0.00084,  -0.02861,10781314.47755,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44646712.68775,   0.00000
5952884.61538,2056730.76923,-5676923.07692,   0.00923,  -0.00090,  -0.02952,11140281.08312,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44287746.08218,   0.00000
6177884.61538,2120192.30769,-5850000.00000,   0.00959,  -0.00096,  -0.03042,11499159.54769,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43928867.61761,   0.00000
6402884.61538,2183653.84615,-6025000.00000,   0.00995,  -0.00102,  -0.03133,11861090.46002,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43566936.70528,   0.00000
6631730.76923,2243269.23077,-6200000.00000,   0.01032,  -0.00109,  -0.03224,12225193.34227,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43202833.82303,   0.00000
6856730.76923,2306730.76923,-6373076.92308,   0.01068,  -0.00115,  -0.03314,12584413.38498,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42843613.78033,   0.00000
7092307.69231,2369230.76923,-6548076.92308,   0.01106,  -0.00122,  -0.03405,12951552.16190,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42476475.00341,   0.00000
7321153.84615,2428846.15385,-6723076.92308,   0.01143,  -0.00129,  -0.03496,13316002.43534,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42112024.72997,   0.00000
7556730.76923,2491346.15385,-6898076.92308,   0.01181,  -0.00136,  -0.03587,13683382.22624,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41744644.93906,   0.00000
7792307.69231,2553846.15385,-7073076.92308,   0.01219,  -0.00143,  -0.03678,14050874.91222,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41377152.25309,   0.00000
8034615.38462,2619230.76923,-7248076.92308,   0.01258,  -0.00150,  -0.03769,14421330.02241,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41006697.14289,   0.00000
8274038.46154,2677884.61538,-7423076.92308,   0.01297,  -0.00158,  -0.03860,14791216.01461,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40636811.15070,   0.00000
8523076.92308,2746153.84615,-7598076.92308,   0.01337,  -0.00165,  -0.03951,15164789.46432,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40263237.70099,   0.00000
8762500.00000,2804807.69231,-7773076.92308,   0.01376,  -0.00173,  -0.04042,15534909.06292,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39893118.10239,   0.00000
9008653.84615,2866346.15385,-7948076.92308,   0.01416,  -0.00181,  -0.04133,15908037.10128,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39519990.06403,   0.00000
