# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-793269.23077,-81730.76923,-175000.00000,  -0.00138,   0.00047,  -0.00091,814245.96203,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54613781.20327,   0.00000
-1582692.30769,-167307.69231,-350000.00000,  -0.00275,   0.00093,  -0.00182,1623456.25352,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53804570.91178,   0.00000
-2375000.00000,-259615.38462,-523076.92308,  -0.00412,   0.00138,  -0.00272,2431515.37356,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52996511.79175,   0.00000
-3170192.30769,-358653.84615,-694230.76923,  -0.00549,   0.00182,  -0.00361,3238459.39727,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52189567.76804,   0.00000
-3971153.84615,-471153.84615,-865384.61538,  -0.00686,   0.00224,  -0.00450,4045700.92888,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51382326.23643,   0.00000
-4765384.61538,-580769.23077,-1034615.38462,  -0.00822,   0.00266,  -0.00538,4846636.11764,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50581391.04767,   0.00000
-5572115.38462,-706730.76923,-1201923.07692,  -0.00959,   0.00306,  -0.00625,5651885.53459,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49776141.63071,   0.00000
-6365384.61538,-826923.07692,-1369230.76923,  -0.01094,   0.00346,  -0.00712,6446907.65741,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48981119.50789,   0.00000
-7171153.84615,-963461.53846,-1534615.38462,  -0.01230,   0.00384,  -0.00798,7246358.24675,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48181668.91856,   0.00000
-7973076.92308,-1103846.15385,-1698076.92308,  -0.01365,   0.00421,  -0.00883,8039762.27054,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47388264.89476,   0.00000
-8777884.61538,-1250961.53846,-1861538.46154,  -0.01500,   0.00457,  -0.00968,8833535.15758,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46594492.00773,   0.00000
-9588461.53846,-1411538.46154,-2023076.92308,  -0.01635,   0.00491,  -0.01052,9626789.39026,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45801237.77504,   0.00000
-10392307.69231,-1569230.76923,-2182692.30769,  -0.01769,   0.00525,  -0.01135,10413791.45724,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45014235.70807,   0.00000
-11199038.46154,-1733653.84615,-2340384.61538,  -0.01903,   0.00558,  -0.01217,11200042.96702,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44227984.19829,   0.00000
-12001923.07692,-1901923.07692,-2498076.92308,  -0.02036,   0.00590,  -0.01299,11981564.98160,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43446462.18371,   0.00000
-12810576.92308,-2083653.84615,-2655769.23077,  -0.02169,   0.00620,  -0.01381,12763973.40943,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42664053.75587,   0.00000
-13619230.76923,-2265384.61538,-2809615.38462,  -0.02302,   0.00650,  -0.01461,13544166.05670,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41883861.10860,   0.00000
-14426923.07692,-2457692.30769,-2963461.53846,  -0.02434,   0.00678,  -0.01541,14320116.47811,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41107910.68719,   0.00000
-15237500.00000,-2656730.76923,-3115384.61538,  -0.02566,   0.00705,  -0.01620,15095514.34829,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40332512.81702,   0.00000
-16041346.15385,-2852884.61538,-3267307.69231,  -0.02697,   0.00732,  -0.01699,15865860.39496,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39562166.77034,   0.00000
-16850961.53846,-3062500.00000,-3417307.69231,  -0.02828,   0.00757,  -0.01777,16636156.91501,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38791870.25029,   0.00000
-17656730.76923,-3275961.53846,-3565384.61538,  -0.02958,   0.00781,  -0.01854,17400724.03466,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38027303.13064,   0.00000
-18465384.61538,-3496153.84615,-3711538.46154,  -0.03088,   0.00804,  -0.01930,18164863.01960,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37263164.14571,   0.00000
-19276923.07692,-3723076.92308,-3857692.30769,  -0.03218,   0.00826,  -0.02006,18929790.47575,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36498236.68956,   0.00000
-20077884.61538,-3950961.53846,-4001923.07692,  -0.03346,   0.00847,  -0.02081,19683769.01812,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35744258.14718,   0.00000
-20881730.76923,-4185576.92308,-4144230.76923,  -0.03474,   0.00867,  -0.02155,20437406.62809,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34990620.53721,   0.00000
-21685576.92308,-4420192.30769,-4286538.46154,  -0.03602,   0.00887,  -0.02229,21191299.20904,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34236727.95626,   0.00000
-22488461.53846,-4665384.61538,-4426923.07692,  -0.03729,   0.00905,  -0.02302,21940199.11665,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33487828.04866,   0.00000
-23294230.76923,-4917307.69231,-4565384.61538,  -0.03856,   0.00922,  -0.02374,22688860.96705,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32739166.19825,   0.00000
-24089423.07692,-5170192.30769,-4703846.15385,  -0.03981,   0.00938,  -0.02446,23427819.97339,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32000207.19191,   0.00000
-24894230.76923,-5432692.30769,-4840384.61538,  -0.04107,   0.00953,  -0.02517,24171928.86326,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31256098.30205,   0.00000
-25688461.53846,-5696153.84615,-4975000.00000,  -0.04231,   0.00967,  -0.02587,24905213.72841,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30522813.43689,   0.00000
-26485576.92308,-5966346.15385,-5107692.30769,  -0.04355,   0.00980,  -0.02656,25638379.69721,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29789647.46809,   0.00000
-27278846.15385,-6240384.61538,-5240384.61538,  -0.04478,   0.00992,  -0.02725,26367257.12926,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29060770.03604,   0.00000
-28075000.00000,-6521153.84615,-5371153.84615,  -0.04601,   0.01003,  -0.02793,27096080.14403,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28331947.02128,   0.00000
-28867307.69231,-6805769.23077,-5500000.00000,  -0.04723,   0.01013,  -0.02860,27819520.37253,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27608506.79278,   0.00000
-29655769.23077,-7094230.76923,-5626923.07692,  -0.04844,   0.01022,  -0.02926,28537601.12999,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26890426.03532,   0.00000
-30444230.76923,-7382692.30769,-5753846.15385,  -0.04965,   0.01031,  -0.02992,29256028.11752,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26171999.04779,   0.00000
-31225000.00000,-7678846.15385,-5878846.15385,  -0.05084,   0.01038,  -0.03057,29964576.22598,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25463450.93933,   0.00000
-32015384.61538,-7984615.38462,-6003846.15385,  -0.05204,   0.01044,  -0.03122,30679747.52641,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24748279.63890,   0.00000
-32792307.69231,-8284615.38462,-6125000.00000,  -0.05322,   0.01050,  -0.03185,31382248.39066,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24045778.77464,   0.00000
-33568269.23077,-8595192.30769,-6246153.84615,  -0.05439,   0.01054,  -0.03248,32081515.14642,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23346512.01888,   0.00000
-34344230.76923,-8905769.23077,-6367307.69231,  -0.05556,   0.01058,  -0.03311,32781167.47202,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22646859.69329,   0.00000
-35119230.76923,-9226923.07692,-6484615.38462,  -0.05672,   0.01060,  -0.03372,33475435.00122,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21952592.16409,   0.00000
-35887500.00000,-9545192.30769,-6601923.07692,  -0.05787,   0.01062,  -0.03433,34164695.64389,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21263331.52142,   0.00000
