# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-633789.87331,-1045753.29095,190136.96199,  -0.00034,  -0.00141,   0.00099,970029.84295,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54457997.32236,   0.00000
-1259657.37319,-2083584.20849,380273.92398,  -0.00067,  -0.00281,   0.00198,1933205.21741,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53494821.94790,   0.00000
-1883148.16106,-3115869.46464,567241.93661,  -0.00100,  -0.00420,   0.00295,2890075.41574,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52537951.74956,   0.00000
-2493170.91412,-4137855.63534,754209.94923,  -0.00131,  -0.00559,   0.00392,3837690.33295,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51590336.83235,   0.00000
-3092894.58173,-5146373.77124,939593.48718,  -0.00161,  -0.00695,   0.00489,4773099.21307,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50654927.95224,   0.00000
-3692618.24935,-6154891.90714,1123392.55043,  -0.00192,  -0.00832,   0.00584,5707581.81825,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49720445.34706,   0.00000
-4278873.88215,-7153110.95759,1305607.13901,  -0.00221,  -0.00968,   0.00679,6631917.40168,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48796109.76363,   0.00000
-4862752.80294,-8145784.34666,1486237.25290,  -0.00250,  -0.01103,   0.00773,7550889.70232,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47877137.46298,   0.00000
-5433163.68891,-9128158.65028,1665282.89211,  -0.00277,  -0.01238,   0.00866,8459744.03999,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46968283.12532,   0.00000
-5998821.15084,-10099441.63112,1842744.05664,  -0.00304,  -0.01370,   0.00958,9358789.95205,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46069237.21326,   0.00000
-6553387.28998,-11065971.18791,2020205.22116,  -0.00330,  -0.01503,   0.01051,10253131.02310,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45174896.14221,   0.00000
-7103200.00507,-12021409.42192,2196081.91100,  -0.00355,  -0.01634,   0.01142,11137665.22276,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44290361.94255,   0.00000
-7641921.39738,-12972094.23188,2368789.65148,  -0.00379,  -0.01765,   0.01232,12015654.79547,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43412372.36984,   0.00000
-8175889.36564,-13911687.71905,2541497.39195,  -0.00403,  -0.01894,   0.01322,12884775.10131,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42543252.06400,   0.00000
-8704311.67251,-14848904.49420,2712620.65775,  -0.00426,  -0.02024,   0.01411,13750652.57200,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41677374.59331,   0.00000
-9216889.23254,-15770276.52252,2882159.44886,  -0.00447,  -0.02151,   0.01499,14602065.13179,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40825962.03352,   0.00000
-9727090.08055,-16686102.88945,3051698.23997,  -0.00469,  -0.02278,   0.01587,15449067.01445,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39978960.15086,   0.00000
-10229368.55515,-17594006.88296,3218068.08171,  -0.00489,  -0.02404,   0.01673,16287460.36074,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39140566.80457,   0.00000
-10723724.65633,-18493988.50305,3384437.92345,  -0.00509,  -0.02529,   0.01760,17119132.59849,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38308894.56681,   0.00000
-11204612.72270,-19383671.03770,3547638.81583,  -0.00527,  -0.02654,   0.01845,17939920.44421,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37488106.72110,   0.00000
-11683124.07704,-20267807.91097,3710839.70820,  -0.00545,  -0.02777,   0.01930,18756308.40922,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36671718.75608,   0.00000
-12151336.34595,-21138476.74942,3872456.12590,  -0.00563,  -0.02899,   0.02014,19560602.82292,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35867424.34239,   0.00000
-12614002.95346,-22006768.87585,4032488.06891,  -0.00579,  -0.03021,   0.02097,20361738.12194,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35066289.04337,   0.00000
-13066370.47553,-22861592.96747,4192520.01192,  -0.00595,  -0.03142,   0.02180,21151739.86203,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34276287.30327,   0.00000
-13510815.62419,-23708494.68567,4349383.00556,  -0.00610,  -0.03261,   0.02262,21933197.58388,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33494829.58143,   0.00000
-13947338.39943,-24547474.03046,4506245.99920,  -0.00624,  -0.03380,   0.02343,22708006.55201,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32720020.61329,   0.00000
-14375938.80125,-25378531.00183,4661524.51816,  -0.00637,  -0.03498,   0.02424,23475235.38073,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31952791.78458,   0.00000
-14791071.16826,-26199288.88776,4813634.08775,  -0.00648,  -0.03615,   0.02503,24231718.82935,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31196308.33596,   0.00000
-15201450.11123,-27008955.45091,4967328.13203,  -0.00660,  -0.03730,   0.02583,24980302.59032,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30447724.57499,   0.00000
-15603906.68078,-27810699.64064,5117853.22694,  -0.00671,  -0.03844,   0.02661,25720393.10046,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29707634.06485,   0.00000
-16000817.58894,-28610067.11835,5266793.84717,  -0.00681,  -0.03959,   0.02739,26457418.45208,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28970608.71322,   0.00000
-16385052.69963,-29390420.89985,5415734.46739,  -0.00690,  -0.04071,   0.02816,27178920.81735,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28249106.34796,   0.00000
-16763742.14893,-30168397.96934,5563090.61294,  -0.00698,  -0.04183,   0.02893,27897382.91975,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27530644.24556,   0.00000
-17134509.22481,-30938452.66540,5708862.28380,  -0.00705,  -0.04294,   0.02969,28608344.63638,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26819682.52893,   0.00000
-17494977.21525,-31695039.32666,5853049.47998,  -0.00712,  -0.04404,   0.03044,29307342.41567,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26120684.74963,   0.00000
-17847522.83228,-32443703.61450,5997236.67615,  -0.00718,  -0.04513,   0.03119,29999812.96109,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25428214.20422,   0.00000
-18192146.07589,-33184445.52893,6138254.92296,  -0.00723,  -0.04621,   0.03192,30683869.44140,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24744157.72390,   0.00000
-18528846.94608,-33917265.06994,6279273.16977,  -0.00727,  -0.04728,   0.03265,31361425.99257,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24066601.17274,   0.00000
-18855248.73084,-34636616.57614,6418706.94190,  -0.00730,  -0.04833,   0.03338,32027066.49421,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23400960.67110,   0.00000
-19181650.51559,-35355968.08234,6556556.23934,  -0.00733,  -0.04939,   0.03409,32691889.83991,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22736137.32539,   0.00000
-19492207.55351,-36059474.84171,6692821.06211,  -0.00735,  -0.05042,   0.03480,33342685.47361,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22085341.69170,   0.00000
-19794842.21801,-36755059.22766,6829085.88487,  -0.00736,  -0.05145,   0.03551,33987038.72373,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21440988.44158,   0.00000
-20087177.79707,-37437175.57881,6963766.23294,  -0.00736,  -0.05247,   0.03621,34619528.38412,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20808498.78118,   0.00000
-20371591.00272,-38111369.55654,7096862.10634,  -0.00735,  -0.05347,   0.03690,35244649.68711,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20183377.47820,   0.00000
-20650458.54697,-38783186.82224,7228373.50505,  -0.00733,  -0.05448,   0.03759,35866900.85695,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19561126.30835,   0.00000
