# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
7646.58114,871710.24963,105140.49064,  -0.00067,   0.00158,   0.00055,886811.81469,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54541215.35062,   0.00000
15293.16227,1743420.49926,208369.33599,  -0.00133,   0.00316,   0.00108,1772946.65627,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53655080.50903,   0.00000
32497.96983,2624688.97531,311598.18134,  -0.00199,   0.00475,   0.00162,2663837.74879,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52764189.41652,   0.00000
49702.77739,3505957.45136,414827.02669,  -0.00264,   0.00634,   0.00216,3554742.82900,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51873284.33631,   0.00000
66907.58495,4387225.92742,516144.22675,  -0.00330,   0.00793,   0.00268,4444986.37345,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50983040.79186,   0.00000
86979.86043,5275185.16196,619373.07211,  -0.00396,   0.00953,   0.00322,5341083.98430,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50086943.18101,   0.00000
110875.42649,6159321.10594,720690.27217,  -0.00460,   0.01112,   0.00375,6230954.65374,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49197072.51156,   0.00000
137638.46047,7050147.80841,820095.82695,  -0.00525,   0.01272,   0.00426,7125365.14657,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48302662.01873,   0.00000
167268.96237,7947665.26938,921413.02702,  -0.00589,   0.01433,   0.00479,8025644.54210,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47402382.62321,   0.00000
194031.99635,8838491.97185,1020818.58180,  -0.00654,   0.01593,   0.00531,8920081.29116,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46507945.87414,   0.00000
230353.25676,9738876.90075,1120224.13659,  -0.00718,   0.01755,   0.00583,9819374.22895,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45608652.93636,   0.00000
266674.51716,10639261.82964,1219629.69137,  -0.00781,   0.01916,   0.00634,10718688.22752,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44709338.93779,   0.00000
302995.77756,11539646.75854,1317123.60087,  -0.00845,   0.02077,   0.00685,11617367.74190,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43810659.42340,   0.00000
342184.50589,12446722.44593,1414617.51036,  -0.00909,   0.02239,   0.00736,12521275.59052,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42906751.57478,   0.00000
385196.52478,13349974.84275,1512111.41986,  -0.00971,   0.02400,   0.00786,13419660.33801,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42008366.82729,   0.00000
431076.01160,14259917.99806,1607693.68408,  -0.01034,   0.02562,   0.00836,14322639.98739,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41105387.17792,   0.00000
476955.49843,15169861.15338,1705187.59358,  -0.01096,   0.02724,   0.00887,15226287.12000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40201740.04531,   0.00000
522834.98525,16079804.30870,1800769.85779,  -0.01159,   0.02886,   0.00936,16129311.67227,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39298715.49303,   0.00000
575405.23057,16992614.93194,1894440.47672,  -0.01221,   0.03048,   0.00985,17031415.91445,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38396611.25085,   0.00000
630842.94381,17912116.31367,1990022.74093,  -0.01282,   0.03211,   0.01035,17939417.85559,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37488609.30972,   0.00000
690103.94762,18827794.40484,2083693.35986,  -0.01343,   0.03373,   0.01084,18841292.00505,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36586735.16026,   0.00000
745541.66087,19747295.78658,2177363.97879,  -0.01405,   0.03536,   0.01132,19748717.25558,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35679309.90973,   0.00000
804802.66468,20662973.87775,2269122.95244,  -0.01465,   0.03698,   0.01180,20650020.27322,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34778006.89209,   0.00000
866931.13642,21585342.72741,2360881.92608,  -0.01526,   0.03861,   0.01228,21556597.01718,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33871430.14812,   0.00000
935750.36665,22510579.04500,2452640.89973,  -0.01586,   0.04024,   0.01275,22462944.09119,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32965083.07411,   0.00000
1004569.59689,23435815.36259,2544399.87337,  -0.01645,   0.04187,   0.01323,23369330.46409,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32058696.70122,   0.00000
1073388.82712,24361051.68018,2634247.20173,  -0.01705,   0.04350,   0.01370,24275129.18210,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31152897.98320,   0.00000
1142208.05736,25286287.99777,2724094.53009,  -0.01764,   0.04513,   0.01417,25180962.47342,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30247064.69189,   0.00000
1217718.04608,26214391.78329,2813941.85846,  -0.01823,   0.04676,   0.01463,26086591.23408,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29341435.93122,   0.00000
1293228.03481,27142495.56881,2901877.54153,  -0.01882,   0.04839,   0.01509,26991642.18877,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28436384.97654,   0.00000
1371605.49147,28077290.11282,2989813.22461,  -0.01940,   0.05003,   0.01555,27901998.23943,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27526028.92587,   0.00000
1453806.23869,29008261.36626,3077748.90769,  -0.01998,   0.05166,   0.01600,28806908.95847,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26621118.20684,   0.00000
1536006.98592,29939232.61970,3163772.94548,  -0.02056,   0.05329,   0.01645,29711251.65004,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25716775.51526,   0.00000
1618207.73314,30870203.87315,3249796.98327,  -0.02113,   0.05492,   0.01690,30615636.88875,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24812390.27656,   0.00000
1707099.23886,31804042.59452,3335821.02106,  -0.02170,   0.05655,   0.01735,31519862.97421,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23908164.19109,   0.00000
1795990.74458,32737881.31588,3421845.05886,  -0.02227,   0.05818,   0.01779,32424135.99138,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23003891.17392,   0.00000
1884882.25030,33671720.03725,3505957.45136,  -0.02283,   0.05981,   0.01823,33327848.66867,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22100178.49663,   0.00000
1983331.98244,34615116.98504,3590069.84387,  -0.02339,   0.06145,   0.01867,34236712.24724,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21191314.91807,   0.00000
2069356.02023,35542264.94792,3672270.59110,  -0.02396,   0.06307,   0.01910,35134626.02486,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20293401.14045,   0.00000
2171629.04294,36481838.60514,3756382.98360,  -0.02450,   0.06470,   0.01953,36038128.97218,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19389898.19313,   0.00000
2267211.30715,37418544.79444,3836672.08554,  -0.02506,   0.06633,   0.01995,36940657.16613,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18487369.99918,   0.00000
2369484.32986,38358118.45166,3918872.83277,  -0.02561,   0.06796,   0.02038,37843671.06116,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17584356.10415,   0.00000
2471757.35257,39297692.10888,3999161.93471,  -0.02615,   0.06959,   0.02080,38746144.56466,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16681882.60065,   0.00000
2577853.66585,40233442.47553,4079451.03665,  -0.02669,   0.07121,   0.02121,39643222.09484,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15784805.07047,   0.00000
2686817.44705,41175883.60068,4159740.13859,  -0.02723,   0.07284,   0.02163,40545660.80232,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14882366.36299,   0.00000
2792913.76033,42111633.96734,4238117.59524,  -0.02776,   0.07446,   0.02204,41442259.14387,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13985768.02144,   0.00000
2899010.07361,43047384.33399,4316495.05190,  -0.02830,   0.07609,   0.02245,42338908.17177,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13089118.99353,   0.00000
