# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
679655.64114,784218.04747,67965.56411,   0.00063,   0.00090,   0.00035,746853.04470,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54681174.12060,   0.00000
1350597.74842,1559722.56108,134188.42146,   0.00124,   0.00179,   0.00070,1484692.07710,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53943335.08821,   0.00000
2030253.38956,2343940.60855,202153.98557,   0.00187,   0.00268,   0.00105,2231544.69784,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53196482.46747,   0.00000
2709909.03071,3128158.65602,268376.84291,   0.00249,   0.00358,   0.00140,2977924.86976,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52450102.29554,   0.00000
3380851.13799,3903663.16964,334599.70025,   0.00311,   0.00447,   0.00174,3715764.70838,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51712262.45693,   0.00000
4054407.30543,4685267.15695,400822.55760,   0.00372,   0.00536,   0.00208,4458244.24065,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50969782.92465,   0.00000
4727963.47287,5466871.14426,465302.70817,   0.00434,   0.00626,   0.00242,5200256.86466,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50227770.30064,   0.00000
5401519.64031,6248475.13157,531525.56551,   0.00496,   0.00716,   0.00276,5942739.52228,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49485287.64302,   0.00000
6075075.80774,7030079.11889,596005.71608,   0.00557,   0.00806,   0.00310,6684756.04243,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48743271.12288,   0.00000
6748631.97518,7811683.10620,660485.86665,   0.00619,   0.00895,   0.00343,7426774.32253,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48001252.84278,   0.00000
7422188.14262,8593287.09351,724966.01722,   0.00681,   0.00985,   0.00377,8168793.88299,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47259233.28232,   0.00000
8089644.83636,9372277.02067,789446.16779,   0.00741,   0.01075,   0.00411,8906919.41588,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46521107.74943,   0.00000
8763201.00380,10153881.00798,852183.61159,   0.00803,   0.01164,   0.00443,9648478.73186,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45779548.43344,   0.00000
9430657.69754,10932870.93514,914921.05538,   0.00864,   0.01254,   0.00476,10386147.00765,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45041880.15765,   0.00000
10098114.39127,11711860.86229,979401.20595,   0.00924,   0.01344,   0.00509,11124278.33891,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44303748.82640,   0.00000
10765571.08501,12490850.78945,1040395.94298,   0.00985,   0.01434,   0.00541,11861492.45665,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43566534.70866,   0.00000
11433027.77875,13269840.71660,1103133.38678,   0.01046,   0.01523,   0.00574,12599168.58797,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42828858.57733,   0.00000
12100484.47248,14048830.64376,1165870.83057,   0.01106,   0.01613,   0.00606,13336846.48803,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42091180.67728,   0.00000
12767941.16622,14827820.57091,1226865.56760,   0.01167,   0.01703,   0.00638,14074069.81642,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41353957.34889,   0.00000
13429298.38625,15604196.43791,1287860.30463,   0.01227,   0.01792,   0.00670,14807408.41843,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40620618.74688,   0.00000
14096755.07999,16383186.36506,1348855.04165,   0.01288,   0.01882,   0.00701,15544637.77029,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39883389.39501,   0.00000
14758112.30002,17159562.23206,1409849.77868,   0.01348,   0.01972,   0.00733,16277983.21081,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39150043.95450,   0.00000
15425568.99376,17938552.15921,1469101.80893,   0.01408,   0.02062,   0.00764,17014765.31560,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38413261.84970,   0.00000
16086926.21380,18714928.02621,1530096.54596,   0.01468,   0.02151,   0.00796,17748116.69164,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37679910.47367,   0.00000
16745669.37367,19485204.41950,1589348.57621,   0.01528,   0.02240,   0.00826,18476361.38001,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36951665.78529,   0.00000
17407026.59371,20261580.28650,1648600.60646,   0.01588,   0.02330,   0.00857,19209268.48013,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36218758.68518,   0.00000
18062284.34004,21035342.09334,1706109.92994,   0.01647,   0.02420,   0.00887,19937849.32643,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35490177.83887,   0.00000
18721027.49991,21805618.48663,1765361.96020,   0.01706,   0.02508,   0.00918,20666102.52195,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34761924.64336,   0.00000
19382384.71995,22581994.35363,1822871.28368,   0.01766,   0.02598,   0.00948,21398574.32784,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34029452.83746,   0.00000
20035028.40612,23349656.68677,1880380.60716,   0.01825,   0.02687,   0.00978,22122506.39766,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33305520.76764,   0.00000
20690286.15245,24123418.49360,1937889.93064,   0.01884,   0.02777,   0.01008,22851106.78785,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32576920.37746,   0.00000
21342929.83863,24891080.82674,1995399.25412,   0.01943,   0.02865,   0.01038,23575046.58908,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31852980.57623,   0.00000
21995573.52480,25658743.15988,2051165.87083,   0.02002,   0.02954,   0.01067,24298547.85355,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31129479.31175,   0.00000
22650831.27113,26432504.96671,2106932.48754,   0.02061,   0.03044,   0.01096,25026720.91057,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30401306.25474,   0.00000
23303474.95730,27200167.29985,2162699.10425,   0.02120,   0.03133,   0.01125,25750231.66819,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29677795.49711,   0.00000
23956118.64348,27967829.63299,2218465.72096,   0.02179,   0.03222,   0.01154,26473746.24825,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28954280.91705,   0.00000
24600048.79579,28726778.43226,2274232.33767,   0.02237,   0.03309,   0.01183,27188719.11012,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28239308.05518,   0.00000
25252692.48196,29494440.76540,2328256.24760,   0.02295,   0.03398,   0.01211,27911804.00009,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27516223.16521,   0.00000
25899236.69443,30259489.03837,2382280.15754,   0.02353,   0.03487,   0.01239,28631018.94113,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26797008.22418,   0.00000
26543166.84675,31018437.83765,2436304.06748,   0.02411,   0.03575,   0.01267,29345567.87353,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26082459.29178,   0.00000
27189711.05922,31783486.11063,2488585.27064,   0.02469,   0.03664,   0.01294,30064360.01270,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25363667.15260,   0.00000
27833641.21153,32542434.90990,2542609.18058,   0.02527,   0.03752,   0.01322,30778917.78249,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24649109.38282,   0.00000
28471471.89014,33298769.64902,2594890.38374,   0.02585,   0.03840,   0.01349,31489175.21946,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23938851.94584,   0.00000
29115402.04245,34057718.44829,2647171.58691,   0.02643,   0.03928,   0.01377,32203310.52792,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23224716.63738,   0.00000
29753232.72106,34814053.18741,2699452.79007,   0.02700,   0.04015,   0.01404,32913578.75313,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22514448.41217,   0.00000
30397162.87337,35573001.98669,2749991.28647,   0.02758,   0.04103,   0.01430,33627295.49098,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21800731.67432,   0.00000
31032379.49183,36323237.25210,2802272.48963,   0.02815,   0.04190,   0.01457,34332897.51735,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21095129.64796,   0.00000
