# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-695738.10714,-920213.37591,-112237.63439,  -0.00055,  -0.00113,  -0.00058,853468.52217,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54574558.64314,   0.00000
-1391476.21428,-1840426.75183,-223123.00812,  -0.00110,  -0.00226,  -0.00116,1706405.07052,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53721622.09478,   0.00000
-2080453.01814,-2753878.82446,-334008.38185,  -0.00164,  -0.00339,  -0.00174,2552939.99655,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52875087.16875,   0.00000
-2769429.82200,-3667330.89710,-443541.49493,  -0.00218,  -0.00451,  -0.00231,3398945.28750,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52029081.87781,   0.00000
-3451645.32258,-4574021.66646,-551722.34735,  -0.00271,  -0.00563,  -0.00287,4238020.97605,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51190006.18926,   0.00000
-4133860.82317,-5480712.43582,-658550.93912,  -0.00325,  -0.00675,  -0.00342,5076571.64888,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50351455.51642,   0.00000
-4816076.32376,-6387403.20518,-765379.53088,  -0.00378,  -0.00787,  -0.00398,5915125.27289,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49512901.89242,   0.00000
-5491530.52106,-7287332.67127,-869503.60134,  -0.00431,  -0.00898,  -0.00452,6746230.40537,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48681796.75994,   0.00000
-6162251.80608,-8185233.74637,-973627.67180,  -0.00483,  -0.01009,  -0.00506,7574680.18449,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47853346.98081,   0.00000
-6830944.70011,-9078401.90918,-1077751.74225,  -0.00535,  -0.01119,  -0.00560,8399391.15456,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47028636.01074,   0.00000
-7499637.59414,-9971570.07198,-1179171.29140,  -0.00587,  -0.01230,  -0.00613,9223066.01748,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46204961.14782,   0.00000
-8163597.57588,-10862709.84381,-1280590.84054,  -0.00638,  -0.01340,  -0.00666,10044089.67931,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45383937.48600,   0.00000
-8820796.25435,-11747088.31236,-1380658.12903,  -0.00689,  -0.01450,  -0.00718,10858200.05349,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44569827.11181,   0.00000
-9482727.84510,-12633495.17189,-1479373.15687,  -0.00740,  -0.01560,  -0.00769,11674457.84637,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43753569.31893,   0.00000
-10133165.22029,-13511112.33716,-1576735.92405,  -0.00790,  -0.01669,  -0.00820,12481151.74450,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42946875.42080,   0.00000
-10783602.59548,-14388729.50243,-1674098.69123,  -0.00840,  -0.01778,  -0.00871,13287855.36146,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42140171.80384,   0.00000
-11434039.97066,-15266346.66771,-1768756.93710,  -0.00890,  -0.01887,  -0.00920,14093548.02498,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41334479.14033,   0.00000
-12077716.04257,-16137202.52970,-1863415.18297,  -0.00939,  -0.01995,  -0.00969,14892848.24494,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40535178.92037,   0.00000
-12719363.72350,-17003325.47940,-1956721.16818,  -0.00989,  -0.02102,  -0.01017,15687896.06026,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39740131.10504,   0.00000
-13358306.88311,-17872152.95042,-2050027.15339,  -0.01037,  -0.02211,  -0.01066,16484063.33650,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38943963.82880,   0.00000
-13995221.65175,-18736247.50914,-2140628.61730,  -0.01086,  -0.02318,  -0.01113,17275477.86964,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38152549.29567,   0.00000
-14625375.11711,-19593580.76458,-2231230.08120,  -0.01134,  -0.02425,  -0.01160,18060501.07142,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37367526.09389,   0.00000
-15255528.58246,-20450914.02002,-2320479.28445,  -0.01181,  -0.02532,  -0.01207,18845036.62887,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36582990.53644,   0.00000
-15880949.13553,-21306218.88448,-2408376.22704,  -0.01228,  -0.02639,  -0.01252,19626445.38312,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35801581.78218,   0.00000
-16504341.29761,-22156790.83665,-2494920.90898,  -0.01276,  -0.02745,  -0.01297,20403610.33850,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35024416.82681,   0.00000
-17123000.54740,-23005334.39783,-2581465.59092,  -0.01322,  -0.02851,  -0.01342,21178151.44923,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34249875.71608,   0.00000
-17734898.49391,-23847116.65574,-2665305.75154,  -0.01368,  -0.02957,  -0.01386,21945317.68664,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33482709.47867,   0.00000
-18351529.35271,-24690927.30463,-2749145.91217,  -0.01414,  -0.03062,  -0.01430,22715141.49876,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32712885.66655,   0.00000
-18958694.38693,-25530681.17156,-2831633.81214,  -0.01459,  -0.03168,  -0.01472,23479221.50024,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31948805.66507,   0.00000
-19563831.03016,-26365702.12619,-2914121.71211,  -0.01504,  -0.03273,  -0.01515,24239552.55062,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31188474.61469,   0.00000
-20168967.67340,-27200723.08082,-2993905.09077,  -0.01549,  -0.03377,  -0.01557,24998929.81104,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30429097.35426,   0.00000
-20767343.01336,-28028982.73217,-3073688.46944,  -0.01593,  -0.03481,  -0.01598,25751924.05514,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29676103.11016,   0.00000
-21360985.44102,-28855213.99254,-3150767.32679,  -0.01637,  -0.03585,  -0.01638,26501344.71715,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28926682.44815,   0.00000
-21952599.47770,-29676712.34062,-3227846.18414,  -0.01681,  -0.03689,  -0.01678,27247015.84235,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28181011.32296,   0.00000
-22546241.90537,-30502943.60099,-3303572.78083,  -0.01724,  -0.03793,  -0.01718,27996010.90302,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27432016.26229,   0.00000
-23131094.63877,-31317680.64580,-3379299.37753,  -0.01767,  -0.03896,  -0.01757,28734846.75762,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26693180.40768,   0.00000
-23713242.85087,-32135122.21191,-3452321.45291,  -0.01809,  -0.03999,  -0.01795,29473913.53838,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25954113.62692,   0.00000
-24293362.67198,-32947830.86573,-3525343.52830,  -0.01851,  -0.04102,  -0.01833,30209229.80101,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25218797.36429,   0.00000
-24866721.18982,-33753778.21627,-3597013.34303,  -0.01893,  -0.04204,  -0.01870,30937696.90148,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24490330.26382,   0.00000
-25440079.70765,-34559725.56681,-3667330.89710,  -0.01934,  -0.04306,  -0.01907,31665723.76273,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23762303.40258,   0.00000
-26008705.31319,-35363644.52637,-3736296.19052,  -0.01975,  -0.04408,  -0.01943,32390696.57539,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23037330.58991,   0.00000
-26575302.52775,-36162830.57364,-3803909.22328,  -0.02016,  -0.04509,  -0.01978,33111448.66843,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22316578.49688,   0.00000
-27137166.83002,-36959988.22992,-3870169.99539,  -0.02056,  -0.04610,  -0.02012,33829156.57041,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21598870.59490,   0.00000
-27692269.82901,-37750384.58293,-3936430.76750,  -0.02095,  -0.04711,  -0.02047,34540497.53528,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20887529.63003,   0.00000
