# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-676697.69516,-666653.94458,-129313.28869,  -0.00071,  -0.00069,  -0.00067,708088.86772,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54719938.29759,   0.00000
-1353395.39032,-1333307.88917,-259882.04619,  -0.00142,  -0.00137,  -0.00135,1416867.06948,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54011160.09583,   0.00000
-2031976.28871,-2004355.97463,-389195.33488,  -0.00213,  -0.00206,  -0.00202,2127906.41768,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53300120.74763,   0.00000
-2704279.84300,-2669126.71597,-519764.09239,  -0.00284,  -0.00275,  -0.00270,2833684.07801,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52594343.08730,   0.00000
-3378466.60051,-3338291.59820,-650332.84989,  -0.00354,  -0.00344,  -0.00338,3542417.13313,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51885610.03218,   0.00000
-4048259.21715,-4005573.27720,-779646.13858,  -0.00424,  -0.00413,  -0.00405,4247465.75419,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51180561.41111,   0.00000
-4718051.83379,-4672854.95619,-910214.89609,  -0.00494,  -0.00482,  -0.00473,4953209.88087,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50474817.28443,   0.00000
-5389727.65366,-5344530.77606,-1039528.18477,  -0.00564,  -0.00552,  -0.00541,5661224.65710,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49766802.50821,   0.00000
-6059520.27030,-6011812.45505,-1170096.94228,  -0.00634,  -0.00622,  -0.00608,6366973.85194,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49061053.31337,   0.00000
-6726801.94929,-6681605.07169,-1300665.69979,  -0.00703,  -0.00691,  -0.00676,7072698.95911,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48355328.20619,   0.00000
-7394083.62828,-7351397.68833,-1429978.98847,  -0.00772,  -0.00761,  -0.00744,7777736.88834,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47650290.27697,   0.00000
-8061365.30728,-8021190.30497,-1560547.74598,  -0.00842,  -0.00831,  -0.00811,8483471.40508,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46944555.76022,   0.00000
-8724252.84539,-8689099.71837,-1691116.50349,  -0.00910,  -0.00901,  -0.00879,9186226.85162,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46241800.31369,   0.00000
-9389023.58674,-9361403.27266,-1821685.26100,  -0.00979,  -0.00971,  -0.00947,9891956.86324,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45536070.30207,   0.00000
-10053794.32809,-10033706.82694,-1952254.01850,  -0.01047,  -0.01042,  -0.01015,10597693.87897,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44830333.28633,   0.00000
-10716681.86621,-10701616.24034,-2082822.77601,  -0.01116,  -0.01112,  -0.01083,11300464.40744,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44127562.75786,   0.00000
-11378941.66991,-11376430.73227,-2213391.53352,  -0.01184,  -0.01183,  -0.01151,12006208.98790,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43421818.17741,   0.00000
-12039318.27039,-12046851.08332,-2343960.29103,  -0.01252,  -0.01253,  -0.01219,12708988.18274,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42719038.98257,   0.00000
-12699694.87086,-12717271.43437,-2474529.04854,  -0.01319,  -0.01324,  -0.01287,13411773.10344,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42016254.06187,   0.00000
-13357560.53368,-13390202.72306,-2605097.80604,  -0.01387,  -0.01395,  -0.01355,14114570.93508,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41313456.23023,   0.00000
-14019820.33739,-14065017.21499,-2735666.56355,  -0.01455,  -0.01466,  -0.01423,14820346.54774,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40607680.61757,   0.00000
-14677686.00022,-14737948.50368,-2867490.78988,  -0.01522,  -0.01537,  -0.01491,15523856.55319,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39904170.61212,   0.00000
-15333040.72540,-15413390.73002,-2998059.54739,  -0.01588,  -0.01609,  -0.01559,16226696.73878,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39201330.42653,   0.00000
-15990906.38823,-16086322.01871,-3129883.77372,  -0.01656,  -0.01680,  -0.01628,16930224.18592,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38497802.97938,   0.00000
-16646261.11341,-16761764.24505,-3260452.53123,  -0.01722,  -0.01752,  -0.01695,17633085.30698,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37794941.85833,   0.00000
-17301615.83859,-17437206.47139,-3392276.75756,  -0.01789,  -0.01824,  -0.01764,18336653.38292,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37091373.78238,   0.00000
-17956970.56378,-18112648.69773,-3524100.98389,  -0.01855,  -0.01896,  -0.01833,19040231.04934,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36387796.11596,   0.00000
-18607931.14808,-18786207.72083,-3655925.21022,  -0.01921,  -0.01968,  -0.01901,19740861.42414,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35687165.74116,   0.00000
-19265169.07650,-19466044.08805,-3787749.43655,  -0.01988,  -0.02040,  -0.01970,20447447.73215,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34980579.43315,   0.00000
-19918012.86404,-20143997.25203,-3919573.66288,  -0.02054,  -0.02113,  -0.02038,21151090.71511,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34276936.45020,   0.00000
-20566462.51070,-20820067.21278,-4051397.88921,  -0.02119,  -0.02185,  -0.02107,21851794.47361,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33576232.69170,   0.00000
-21219306.29824,-21498020.37676,-4183222.11554,  -0.02185,  -0.02258,  -0.02175,22555460.59209,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32872566.57321,   0.00000
-21867755.94490,-22174090.33751,-4315046.34187,  -0.02250,  -0.02330,  -0.02244,23256188.66793,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32171838.49738,   0.00000
-22522482.93567,-22856437.64237,-4448126.03702,  -0.02316,  -0.02403,  -0.02313,23963570.85745,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31464456.30785,   0.00000
-23172815.78556,-23536901.74400,-4579950.26335,  -0.02382,  -0.02476,  -0.02382,24667320.08358,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30760707.08172,   0.00000
-23823148.63546,-24217365.84562,-4713029.95850,  -0.02447,  -0.02549,  -0.02451,25371780.92837,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30056246.23693,   0.00000
-24469087.34447,-24895946.74402,-4846109.65365,  -0.02511,  -0.02622,  -0.02520,26073312.80592,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29354714.35939,   0.00000
-25119420.19437,-25576410.84564,-4979189.34880,  -0.02577,  -0.02696,  -0.02589,26777797.35648,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28650229.80883,   0.00000
-25767242.10662,-26259385.88491,-5112269.04396,  -0.02641,  -0.02769,  -0.02658,27482358.76885,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27945668.39646,   0.00000
-26415064.01887,-26942360.92419,-5245348.73911,  -0.02706,  -0.02843,  -0.02728,28186934.57690,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27241092.58840,   0.00000
-27062885.93112,-27625335.96346,-5378428.43426,  -0.02771,  -0.02917,  -0.02797,28891523.72745,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26536503.43785,   0.00000
-27706313.70249,-28306427.79949,-5512763.59823,  -0.02835,  -0.02991,  -0.02867,29593894.51912,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25834132.64618,   0.00000
-28356018.81797,-28993796.97964,-5645843.29339,  -0.02899,  -0.03065,  -0.02936,30301518.99201,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25126508.17330,   0.00000
-28999446.58934,-29674888.81568,-5780178.45736,  -0.02963,  -0.03139,  -0.03006,31003918.53384,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24424108.63147,   0.00000
