# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-773352.96147,-1109209.10474,171463.39946,  -0.00054,  -0.00142,   0.00089,1028984.25016,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54399042.91515,   0.00000
-1550241.25077,-2214882.88166,342926.79892,  -0.00109,  -0.00282,   0.00178,2056246.01508,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53371781.15023,   0.00000
-2321826.54833,-3308183.01119,512622.53446,  -0.00165,  -0.00421,   0.00267,3072827.98127,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52355199.18404,   0.00000
-3093411.84589,-4401483.14073,682318.27001,  -0.00220,  -0.00560,   0.00355,4089416.24980,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51338610.91550,   0.00000
-3859694.15172,-5482409.62288,850246.34164,  -0.00275,  -0.00697,   0.00442,5095329.86013,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50332697.30518,   0.00000
-4632163.28124,-6565987.60090,1016406.74937,  -0.00331,  -0.00834,   0.00529,6103576.91929,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49324450.24601,   0.00000
-5399329.41902,-7637191.93153,1180799.49318,  -0.00387,  -0.00969,   0.00614,7101169.34235,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48326857.82295,   0.00000
-6163844.06093,-8702209.43848,1345192.23699,  -0.00443,  -0.01103,   0.00699,8093885.79223,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47334141.37308,   0.00000
-6931894.03067,-9763691.61760,1507817.31688,  -0.00500,  -0.01236,   0.00784,9084079.06163,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46343948.10368,   0.00000
-7697292.50454,-10818986.97302,1668674.73287,  -0.00557,  -0.01369,   0.00868,10068530.66644,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45359496.49886,   0.00000
-8460039.48254,-11868095.50476,1829532.14886,  -0.00614,  -0.01500,   0.00951,11048120.47610,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44379906.68920,   0.00000
-9220134.96468,-12911017.21280,1988621.90093,  -0.00671,  -0.01631,   0.01034,12021970.89488,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43406056.27042,   0.00000
-9981114.27876,-13944216.76933,2145943.98909,  -0.00729,  -0.01759,   0.01116,12988465.23906,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42439561.92624,   0.00000
-10735906.76916,-14974764.82999,2303266.07726,  -0.00786,  -0.01888,   0.01198,13951727.51428,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41476299.65103,   0.00000
-11491583.09152,-15995590.73914,2458820.50151,  -0.00844,  -0.02015,   0.01279,14907653.73030,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40520373.43501,   0.00000
-12250794.74169,-17012881.32046,2612607.26185,  -0.00903,  -0.02141,   0.01359,15861145.47312,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39566881.69219,   0.00000
-13001168.07231,-18021333.58222,2766394.02218,  -0.00961,  -0.02266,   0.01439,16806524.21515,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38621502.95015,   0.00000
-13755076.73076,-19026250.51616,2918413.11861,  -0.01019,  -0.02390,   0.01518,17749484.90004,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37678542.26526,   0.00000
-14506333.89333,-20024980.62640,3068664.55113,  -0.01078,  -0.02513,   0.01596,18686749.94001,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36741277.22529,   0.00000
-15254939.56004,-21017523.91296,3217148.31973,  -0.01137,  -0.02635,   0.01673,19618322.18493,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35809704.98038,   0.00000
-15998242.23501,-21997693.55213,3365632.08833,  -0.01196,  -0.02756,   0.01750,20540211.39684,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34887815.76846,   0.00000
-16747731.73367,-22980514.68717,3514115.85694,  -0.01256,  -0.02876,   0.01827,21465463.17217,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33962563.99314,   0.00000
-17485731.41690,-23948310.67895,3659064.29771,  -0.01314,  -0.02995,   0.01903,22375989.67070,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33052037.49460,   0.00000
-18229917.92383,-24918758.16661,3804012.73849,  -0.01374,  -0.03113,   0.01978,23289891.34106,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32138135.82425,   0.00000
-18968801.43902,-25876832.00688,3947193.51536,  -0.01434,  -0.03230,   0.02053,24193271.47119,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31234755.69411,   0.00000
-19705033.45834,-26828719.02346,4090374.29223,  -0.01494,  -0.03346,   0.02127,25091855.00484,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30336172.16047,   0.00000
-20444800.80549,-27777070.71221,4231787.40518,  -0.01554,  -0.03461,   0.02201,25988130.62889,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29439896.53642,   0.00000
-21173078.33721,-28710397.25772,4371432.85423,  -0.01614,  -0.03574,   0.02273,26870559.02538,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28557468.13993,   0.00000
-21907542.69262,-29646375.29909,4509310.63936,  -0.01675,  -0.03687,   0.02345,27755547.37316,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27672479.79214,   0.00000
-22639355.55216,-30576166.51677,4647188.42449,  -0.01735,  -0.03799,   0.02417,28635760.06048,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26792267.10483,   0.00000
-23365865.41997,-31493584.08707,4783298.54571,  -0.01796,  -0.03909,   0.02487,29505499.36934,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25922527.79596,   0.00000
-24089723.79191,-32404814.83367,4919408.66693,  -0.01857,  -0.04019,   0.02558,30370471.23112,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25057555.93418,   0.00000
-24813582.16385,-33316045.58027,5053751.12423,  -0.01917,  -0.04128,   0.02628,31234652.54818,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24193374.61713,   0.00000
-25538324.36774,-34217554.17536,5186325.91763,  -0.01979,  -0.04236,   0.02697,32091773.98067,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23336253.18464,   0.00000
-26254228.25208,-35110224.45089,5318900.71103,  -0.02040,  -0.04342,   0.02766,32940744.21913,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22487282.94618,   0.00000
-26971015.96837,-35993172.57491,5449707.84051,  -0.02101,  -0.04447,   0.02834,33782683.26737,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21645343.89793,   0.00000
-27687803.68466,-36876120.69892,5578747.30608,  -0.02163,  -0.04552,   0.02901,34623853.40532,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20804173.75998,   0.00000
-28401939.90508,-37752881.99924,5707786.77165,  -0.02224,  -0.04656,   0.02968,35460283.32270,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19967743.84260,   0.00000
-29110773.13377,-38617269.65218,5835058.57331,  -0.02286,  -0.04758,   0.03034,36286302.89251,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19141724.27280,   0.00000
-29816954.86659,-39475470.48143,5960562.71106,  -0.02348,  -0.04859,   0.03099,37106740.21066,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18321286.95464,   0.00000
-30523136.59941,-40333671.31067,6084299.18489,  -0.02409,  -0.04960,   0.03164,37926413.48725,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17501613.67805,   0.00000
-31224015.34049,-41179498.49254,6209803.32264,  -0.02471,  -0.05059,   0.03229,38737396.78080,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16690630.38451,   0.00000
-31922242.58571,-42019138.85071,6331772.13257,  -0.02532,  -0.05158,   0.03293,39541958.38394,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15886068.78137,   0.00000
-32624005.15875,-42855243.88105,6453740.94249,  -0.02595,  -0.05255,   0.03356,40345263.16318,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15082764.00213,   0.00000
-33314277.91636,-43676323.76815,6573942.08850,  -0.02656,  -0.05351,   0.03418,41134745.97418,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14293281.19112,   0.00000
