# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-547076.90227,-485297.04406,34141.50059,  -0.00062,  -0.00046,   0.00018,522310.71271,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54905716.45260,   0.00000
-1088463.55444,-968155.40951,68283.00117,  -0.00123,  -0.00091,   0.00036,1040319.00529,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54387708.16002,   0.00000
-1629850.20660,-1451013.77496,100798.71602,  -0.00183,  -0.00137,   0.00052,1558011.14041,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53870016.02490,   0.00000
-2163107.93006,-1925743.21169,134940.21661,  -0.00243,  -0.00182,   0.00070,2067984.28625,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53360042.87906,   0.00000
-2704494.58223,-2408601.57714,167455.93145,  -0.00304,  -0.00227,   0.00087,2585677.29107,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52842349.87424,   0.00000
-3237752.30569,-2883331.01388,201597.43204,  -0.00364,  -0.00272,   0.00105,3095650.28131,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52332376.88400,   0.00000
-3765319.77905,-3355621.77200,234113.14688,  -0.00424,  -0.00317,   0.00122,3601009.35610,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51827017.80920,   0.00000
-4292887.25241,-3827912.53013,266628.86173,  -0.00483,  -0.00362,   0.00139,4106369.59442,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51321657.57088,   0.00000
-4818016.04716,-4294513.03815,299144.57657,  -0.00542,  -0.00406,   0.00156,4607987.69161,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50820039.47369,   0.00000
-5343144.84190,-4761113.54618,331660.29142,  -0.00601,  -0.00450,   0.00172,5109606.18462,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50318420.98069,   0.00000
-5862583.38655,-5225275.37559,364176.00626,  -0.00659,  -0.00494,   0.00189,5606928.44600,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49821098.71931,   0.00000
-6382021.93120,-5689437.20500,396691.72111,  -0.00718,  -0.00538,   0.00206,6104250.94391,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49323776.22139,   0.00000
-6895770.22575,-6151160.35580,429207.43595,  -0.00775,  -0.00582,   0.00223,6597278.93627,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48830748.22903,   0.00000
-7407079.84169,-6607193.25650,461723.15080,  -0.00833,  -0.00625,   0.00240,7086564.14163,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48341463.02367,   0.00000
-7918389.45762,-7063226.15720,494238.86564,  -0.00890,  -0.00668,   0.00257,7575849.52196,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47852177.64335,   0.00000
-8424008.82346,-7516820.37929,526754.58049,  -0.00947,  -0.00711,   0.00274,8060841.34796,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47367185.81735,   0.00000
-8927189.51069,-7964724.35128,559270.29533,  -0.01003,  -0.00753,   0.00291,8542089.47841,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46885937.68690,   0.00000
-9432808.87653,-8418318.57337,590160.22444,  -0.01060,  -0.00796,   0.00307,9026762.87553,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46401264.28978,   0.00000
-9930299.31366,-8863783.86674,622675.93928,  -0.01116,  -0.00839,   0.00324,9503718.11571,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45924309.04959,   0.00000
-10427789.75079,-9309249.16012,655191.65413,  -0.01172,  -0.00881,   0.00341,9980674.04253,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45447353.12277,   0.00000
-10922841.50930,-9749024.20340,686081.58323,  -0.01228,  -0.00922,   0.00357,10453564.80480,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44974462.36050,   0.00000
-11412203.01772,-10186360.56806,718597.29807,  -0.01282,  -0.00964,   0.00374,10922483.72652,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44505543.43878,   0.00000
-11901564.52614,-10623696.93273,751113.01292,  -0.01337,  -0.01005,   0.00391,11391403.44346,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44036623.72184,   0.00000
-12385235.78445,-11058594.61878,783628.72776,  -0.01392,  -0.01047,   0.00407,11856032.24227,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43571994.92304,   0.00000
-12868907.04277,-11493492.30483,814518.65687,  -0.01446,  -0.01088,   0.00424,12320339.75571,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43107687.40959,   0.00000
-13350139.62248,-11922699.74078,847034.37171,  -0.01500,  -0.01129,   0.00440,12781224.21808,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42646802.94723,   0.00000
-13825681.95209,-12349468.49813,879550.08656,  -0.01553,  -0.01169,   0.00457,13237819.11639,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42190208.04891,   0.00000
-14298785.60308,-12770547.00537,910440.01566,  -0.01606,  -0.01209,   0.00473,13690344.40552,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41737682.75979,   0.00000
-14774327.93269,-13197315.76271,942955.73050,  -0.01660,  -0.01250,   0.00490,14146940.82913,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41281086.33618,   0.00000
-15241741.33359,-13615955.59134,975471.44535,  -0.01712,  -0.01289,   0.00507,14595502.25359,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40832524.91172,   0.00000
-15706716.05587,-14028905.16987,1007987.16019,  -0.01764,  -0.01328,   0.00524,15040318.93918,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40387708.22612,   0.00000
-16168439.20667,-14445106.31988,1038877.08930,  -0.01816,  -0.01368,   0.00540,15484266.09257,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39943761.07273,   0.00000
-16633413.92895,-14858055.89842,1071392.80414,  -0.01868,  -0.01407,   0.00557,15929084.64717,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39498942.51813,   0.00000
-17087008.15104,-15266128.11972,1103908.51899,  -0.01919,  -0.01446,   0.00574,16365326.20389,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39062700.96141,   0.00000
-17546292.62322,-15676639.01964,1136424.23383,  -0.01971,  -0.01485,   0.00591,16805858.51132,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38622168.65399,   0.00000
-17997448.16670,-16079020.99084,1168939.94868,  -0.02021,  -0.01523,   0.00608,17238357.56370,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38189669.60161,   0.00000
-18448603.71017,-16481402.96205,1201455.66352,  -0.02072,  -0.01561,   0.00625,17670858.43280,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37757168.73250,   0.00000
-18894069.00355,-16881346.25464,1233971.37837,  -0.02122,  -0.01599,   0.00642,18099072.62707,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37328954.53824,   0.00000
-19337095.61831,-17275599.29714,1268112.87895,  -0.02172,  -0.01636,   0.00659,18523876.84520,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36904150.32011,   0.00000
-19774431.98298,-17667413.66102,1300628.59380,  -0.02221,  -0.01673,   0.00676,18944062.39910,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36483964.76620,   0.00000
-20217458.59774,-18061666.70352,1333144.30864,  -0.02271,  -0.01710,   0.00693,19368537.85702,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36059489.30829,   0.00000
-20649104.71231,-18451042.38879,1365660.02349,  -0.02319,  -0.01747,   0.00710,19784440.00255,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35643587.16275,   0.00000
-21084002.39836,-18837166.50257,1399801.52408,  -0.02368,  -0.01784,   0.00728,20201224.42283,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35226802.74248,   0.00000
-21513209.83431,-19220851.93774,1433943.02466,  -0.02416,  -0.01820,   0.00746,20613726.09333,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34814301.07198,   0.00000
-21939978.59165,-19598847.12281,1466458.73951,  -0.02464,  -0.01856,   0.00763,21022147.52479,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34405879.64052,   0.00000
