# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-352690.61764,-202304.77053,-304352.30964,  -0.00048,  -0.00009,  -0.00158,609801.51085,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54818225.65446,   0.00000
-690163.61980,-392972.54098,-606914.31158,  -0.00095,  -0.00018,  -0.00316,1210195.36997,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54217831.79534,   0.00000
-1036588.16048,-592591.84995,-909476.31351,  -0.00142,  -0.00027,  -0.00473,1814620.59780,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53613406.56751,   0.00000
-1370480.54723,-786840.23581,-1212038.31545,  -0.00188,  -0.00036,  -0.00630,2413730.69841,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53014296.46690,   0.00000
-1704372.93398,-981088.62166,-1512810.00968,  -0.00234,  -0.00046,  -0.00787,3010160.03980,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52417867.12550,   0.00000
-2034684.70533,-1178917.62293,-1811791.39621,  -0.00278,  -0.00056,  -0.00942,3602613.93237,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51825413.23294,   0.00000
-2356044.93816,-1367795.08568,-2110772.78274,  -0.00322,  -0.00065,  -0.01098,4191098.86307,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51236928.30224,   0.00000
-2680090.63254,-1562938.62539,-2409754.16927,  -0.00366,  -0.00075,  -0.01253,4780961.33065,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50647065.83466,   0.00000
-2997870.24996,-1755396.70354,-2706945.24809,  -0.00409,  -0.00086,  -0.01408,5365524.18655,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50062502.97875,   0.00000
-3309383.79041,-1945169.32014,-3004136.32692,  -0.00451,  -0.00096,  -0.01562,5947511.92943,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49480515.23588,   0.00000
-3614631.25390,-2132256.47518,-3299537.09804,  -0.00492,  -0.00106,  -0.01716,6524231.07080,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48903796.09451,   0.00000
-3919878.71739,-2319343.63023,-3593147.56146,  -0.00533,  -0.00116,  -0.01868,7098266.44294,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48329760.72237,   0.00000
-4218860.10392,-2503745.32372,-3888548.33258,  -0.00573,  -0.00127,  -0.02022,7672482.93386,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47755544.23145,   0.00000
-4514260.87505,-2691727.63261,-4180368.48829,  -0.00612,  -0.00138,  -0.02174,8240098.92245,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47187928.24286,   0.00000
-4803395.56920,-2877024.47995,-4473978.95171,  -0.00650,  -0.00149,  -0.02326,8807942.73335,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46620084.43195,   0.00000
-5092530.26336,-3062321.32729,-4764008.79972,  -0.00688,  -0.00160,  -0.02477,9370381.62995,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46057645.53536,   0.00000
-5375398.88056,-3244932.71308,-5055828.95543,  -0.00725,  -0.00171,  -0.02629,9933071.68221,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45494955.48309,   0.00000
-5652001.42079,-3424858.63730,-5345858.80344,  -0.00762,  -0.00182,  -0.02780,10490571.47639,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44937455.68892,   0.00000
-5928603.96102,-3604784.56153,-5634098.34375,  -0.00798,  -0.00194,  -0.02930,11045391.30464,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44382635.86066,   0.00000
-6195359.80888,-3785605.63961,-5922337.88406,  -0.00832,  -0.00206,  -0.03080,11596653.06142,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43831374.10388,   0.00000
-6459430.19519,-3960160.64073,-6208787.11666,  -0.00867,  -0.00217,  -0.03229,12143880.84207,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43284146.32324,   0.00000
-6719919.96608,-4138296.25725,-6495236.34926,  -0.00900,  -0.00229,  -0.03378,12690078.26284,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42737948.90247,   0.00000
-6980409.73698,-4316431.87378,-6781685.58186,  -0.00934,  -0.00241,  -0.03526,13236352.18367,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42191674.98163,   0.00000
-7228367.35395,-4489196.56719,-7066344.50676,  -0.00965,  -0.00253,  -0.03674,13775060.52893,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41652966.63638,   0.00000
-7476324.97093,-4661961.26061,-7349213.12396,  -0.00997,  -0.00265,  -0.03822,14311106.91401,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41116920.25130,   0.00000
-7720701.97249,-4838306.56943,-7633872.04886,  -0.01028,  -0.00278,  -0.03970,14848950.59284,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40579076.57247,   0.00000
-7962393.51250,-5008385.80128,-7914950.35835,  -0.01059,  -0.00290,  -0.04116,15379994.07332,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40048033.09198,   0.00000
-8194238.36014,-5179360.18699,-8196028.66784,  -0.01087,  -0.00303,  -0.04262,15907704.42573,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39520322.73958,   0.00000
-8426083.20777,-5350334.57270,-8477106.97733,  -0.01116,  -0.00317,  -0.04408,16435529.26073,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38992497.90457,   0.00000
-8651661.97845,-5518623.49686,-8756394.97912,  -0.01144,  -0.00330,  -0.04553,16958318.14477,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38469709.02054,   0.00000
-8870974.67216,-5684226.95946,-9035682.98091,  -0.01171,  -0.00343,  -0.04699,17478864.24133,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37949162.92398,   0.00000
-9084021.28891,-5847144.96050,-9313180.67499,  -0.01197,  -0.00356,  -0.04843,17994414.70348,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37433612.46182,   0.00000
-9299753.36721,-6016329.03850,-9590678.36907,  -0.01223,  -0.00370,  -0.04987,18511471.74844,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36916555.41686,   0.00000
-9509219.36855,-6182827.65495,-9866385.75545,  -0.01248,  -0.00384,  -0.05131,19023549.87765,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36404477.28766,   0.00000
-9709733.83137,-6340374.73289,-10142093.14183,  -0.01273,  -0.00397,  -0.05274,19532078.52930,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35895948.63600,   0.00000
-9906667.67879,-6501502.42623,-10417800.52821,  -0.01296,  -0.00411,  -0.05417,20039837.27188,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35388189.89342,   0.00000
-10106286.98776,-6668896.19653,-10691717.60689,  -0.01319,  -0.00425,  -0.05560,20546335.69427,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34881691.47104,   0.00000
-10290688.68125,-6824652.96675,-10963844.37786,  -0.01341,  -0.00439,  -0.05701,21044273.16964,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34383753.99567,   0.00000
-10475090.37473,-6980409.73698,-11235971.14883,  -0.01362,  -0.00453,  -0.05843,21542385.16459,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33885642.00071,   0.00000
-10655911.45281,-7139747.12262,-11506307.61210,  -0.01382,  -0.00468,  -0.05983,22036997.73844,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33391029.42687,   0.00000
-10836732.53089,-7299084.50825,-11776644.07537,  -0.01403,  -0.00483,  -0.06124,22531782.37740,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32896244.78791,   0.00000
-11005021.45505,-7453050.97078,-12046980.53864,  -0.01422,  -0.00498,  -0.06264,23022308.75597,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32405718.40934,   0.00000
-11173310.37920,-7607017.43330,-12315526.69420,  -0.01440,  -0.00513,  -0.06404,23510223.42483,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31917803.74048,   0.00000
-11335333.22639,-7758298.43427,-12584072.84977,  -0.01458,  -0.00528,  -0.06544,23996140.19777,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31431886.96753,   0.00000
