# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-455661.35992,-309735.27291,74393.69141,  -0.00059,  -0.00021,   0.00039,423121.82939,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55004905.33592,   0.00000
-904169.48027,-612317.30626,145926.08701,  -0.00117,  -0.00041,   0.00076,838271.78209,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54589755.38322,   0.00000
-1359830.84019,-922052.57917,216027.83469,  -0.00176,  -0.00062,   0.00112,1259162.18786,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54168864.97745,   0.00000
-1813346.22824,-1226780.58439,284698.93445,  -0.00234,  -0.00082,   0.00148,1676841.56973,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53751185.59558,   0.00000
-2264715.64442,-1526501.32192,351939.38631,  -0.00293,  -0.00101,   0.00183,2091323.93613,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53336703.22918,   0.00000
-2713223.76478,-1829083.35527,416318.54234,  -0.00351,  -0.00121,   0.00216,2502874.36303,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52925152.80228,   0.00000
-3164593.18096,-2128804.09280,479267.05046,  -0.00410,  -0.00141,   0.00249,2915261.33782,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52512765.82748,   0.00000
-3613816.62527,-2423517.56263,540784.91067,  -0.00469,  -0.00159,   0.00281,3324500.69587,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52103526.46944,   0.00000
-4060178.77376,-2721092.32829,600872.12297,  -0.00527,  -0.00179,   0.00312,3731543.34635,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51696483.81895,   0.00000
-4509402.21808,-3015805.79813,659528.68735,  -0.00585,  -0.00197,   0.00343,4139474.10783,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51288553.05748,   0.00000
-4953618.39470,-3308373.29610,715323.95591,  -0.00644,  -0.00216,   0.00372,4542060.69271,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50885966.47260,   0.00000
-5400695.86714,-3598079.49824,769688.57656,  -0.00702,  -0.00234,   0.00400,4945585.94748,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50482441.21782,   0.00000
-5844912.04377,-3890646.99621,821191.90139,  -0.00760,  -0.00252,   0.00427,5346279.99445,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50081747.17086,   0.00000
-6291989.51621,-4180353.19836,872695.22621,  -0.00819,  -0.00270,   0.00454,5748611.77247,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49679415.39284,   0.00000
-6731913.74910,-4462906.16094,921337.25522,  -0.00877,  -0.00287,   0.00479,6143198.01036,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49284829.15495,   0.00000
-7173983.95385,-4750466.39122,968548.63631,  -0.00935,  -0.00305,   0.00504,6539683.96966,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48888343.19565,   0.00000
-7618915.45443,-5035165.32567,1014329.36948,  -0.00994,  -0.00322,   0.00527,6937208.07333,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48490819.09198,   0.00000
-8058839.68732,-5317718.28826,1058679.45475,  -0.01052,  -0.00339,   0.00551,7330129.07632,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48097898.08899,   0.00000
-8496617.94834,-5595263.98315,1100168.24419,  -0.01110,  -0.00356,   0.00572,7719442.05968,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47708585.10562,   0.00000
-8934396.20936,-5872809.67805,1141657.03364,  -0.01168,  -0.00372,   0.00594,8108850.90268,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47319176.26263,   0.00000
-9372174.47037,-6150355.37294,1180284.52726,  -0.01226,  -0.00388,   0.00614,8497148.73369,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46930878.43162,   0.00000
-9809952.73139,-6427901.06784,1217481.37296,  -0.01284,  -0.00405,   0.00633,8884957.04959,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46543070.11572,   0.00000
-10247730.99241,-6705446.76273,1251816.92285,  -0.01342,  -0.00421,   0.00651,9271705.82996,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46156321.33535,   0.00000
-10678356.01387,-6975839.21807,1286152.47273,  -0.01399,  -0.00437,   0.00669,9652030.34799,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45775996.81731,   0.00000
-11113988.30302,-7248377.64527,1317626.72679,  -0.01457,  -0.00452,   0.00685,10035424.78903,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45392602.37628,   0.00000
-11544613.32448,-7518770.10060,1347670.33294,  -0.01515,  -0.00468,   0.00701,10414286.01150,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45013741.15381,   0.00000
-11978099.64177,-7786301.26011,1376283.29118,  -0.01573,  -0.00483,   0.00716,10794384.33166,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44633642.83365,   0.00000
-12406578.69136,-8051686.44776,1403465.60150,  -0.01630,  -0.00498,   0.00730,11169964.86339,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44258062.30191,   0.00000
-12835057.74095,-8317071.63540,1429217.26391,  -0.01687,  -0.00513,   0.00743,11545140.92977,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43882886.23553,   0.00000
-13263536.79054,-8582456.82305,1452107.63050,  -0.01745,  -0.00527,   0.00755,11919399.78353,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43508627.38178,   0.00000
-13692015.84013,-8847842.01069,1474997.99709,  -0.01802,  -0.00542,   0.00767,12293806.17732,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43134220.98799,   0.00000
-14118348.91786,-9108219.93064,1495027.06786,  -0.01859,  -0.00556,   0.00777,12664901.78686,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42763125.37845,   0.00000
-14544681.99558,-9368597.85059,1513625.49071,  -0.01916,  -0.00571,   0.00787,13035655.33204,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42392371.83326,   0.00000
-14971015.07331,-9628975.77055,1530793.26565,  -0.01974,  -0.00585,   0.00796,13406077.33008,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42021949.83523,   0.00000
-15390194.91147,-9882200.45094,1546530.39268,  -0.02030,  -0.00598,   0.00804,13769613.75050,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41658413.41481,   0.00000
-15816527.98920,-10142578.37089,1559406.22389,  -0.02087,  -0.00612,   0.00811,14138929.31838,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41289097.84692,   0.00000
-16235707.82736,-10395803.05129,1572282.05510,  -0.02144,  -0.00626,   0.00818,14501859.23761,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40926167.92770,   0.00000
-16654887.66553,-10649027.73168,1582296.59048,  -0.02201,  -0.00639,   0.00823,14864040.55645,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40563986.60885,   0.00000
-17071921.53182,-10897245.14438,1592311.12586,  -0.02257,  -0.00652,   0.00828,15223991.15450,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40204036.01081,   0.00000
-17491101.36999,-11150469.82477,1599464.36542,  -0.02314,  -0.00665,   0.00832,15585649.33485,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39842377.83045,   0.00000
-17903127.96859,-11396541.26561,1605186.95707,  -0.02369,  -0.00678,   0.00835,15940491.92160,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39487535.24371,   0.00000
-18320161.83489,-11644758.67831,1609478.90080,  -0.02426,  -0.00690,   0.00837,16299268.01468,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39128759.15063,   0.00000
-18732188.43350,-11890830.11914,1612340.19663,  -0.02482,  -0.00703,   0.00838,16653659.55990,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38774367.60541,   0.00000
-19144215.03210,-12136901.55998,1613770.84454,  -0.02538,  -0.00716,   0.00839,17007841.26221,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38420185.90310,   0.00000
-19554095.65884,-12377965.73312,1613770.84454,  -0.02593,  -0.00728,   0.00839,17359422.10254,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38068605.06276,   0.00000
