# sigma_xx, sigma_yy, sigma_zz, sigma_xy, sigma_yz, sigma_xz, epsilon_xx, epsilon_yy, epsilon_zz, epsilon_xy, epsilon_yz, epsilon_xz, vonMises, epsPlastic, hardening, epsilonP_xx, epsilonP_yy, epsilonP_zz, epsilonP_xy, epsilonP_yz, epsilonP_xz, yieldValue, iteration
-112331227.18210,-118440930.00147,-69231647.15507,2726442.68975,   0.00000,   0.00000,  -0.11206,  -0.12794,   0.00000,   0.01418,   0.00000,   0.00000,46696127.91093,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-8731899.25438,   0.00000
-112642565.15174,-118918098.11682,-69468198.98057,2524845.25771,   0.00000,   0.00000,  -0.11225,  -0.12857,   0.00000,   0.01313,   0.00000,   0.00000,46834548.11523,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-8593479.05007,   0.00000
-112948212.87128,-119392827.55356,-69702312.12745,2323247.82567,   0.00000,   0.00000,  -0.11244,  -0.12920,   0.00000,   0.01208,   0.00000,   0.00000,46974850.69490,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-8453176.47040,   0.00000
-113259550.84092,-119869995.66891,-69938863.95295,2120024.60789,   0.00000,   0.00000,  -0.11263,  -0.12982,   0.00000,   0.01102,   0.00000,   0.00000,47119342.27965,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-8308684.88565,   0.00000
-113567637.23908,-120350415.35574,-70175415.77845,1915175.60437,   0.00000,   0.00000,  -0.11282,  -0.13045,   0.00000,   0.00996,   0.00000,   0.00000,47267477.88080,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-8160549.28451,   0.00000
-113881413.88733,-120833273.72119,-70414406.28256,1710326.60085,   0.00000,   0.00000,  -0.11301,  -0.13109,   0.00000,   0.00889,   0.00000,   0.00000,47420051.67409,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-8007975.49121,   0.00000
-114187061.60687,-121308003.15793,-70648519.42944,1503851.81158,   0.00000,   0.00000,  -0.11320,  -0.13171,   0.00000,   0.00782,   0.00000,   0.00000,47572393.13285,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-7855634.03245,   0.00000
-114500838.25513,-121790861.52337,-70887509.93355,1297377.02231,   0.00000,   0.00000,  -0.11339,  -0.13235,   0.00000,   0.00675,   0.00000,   0.00000,47731107.11288,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-7696920.05242,   0.00000
-114811363.33190,-122276971.46031,-71126500.43766,1089276.44731,   0.00000,   0.00000,  -0.11358,  -0.13299,   0.00000,   0.00566,   0.00000,   0.00000,47893592.34661,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-7534434.81870,   0.00000
-115125139.98015,-122759829.82575,-71365490.94177,881175.87230,   0.00000,   0.00000,  -0.11378,  -0.13363,   0.00000,   0.00458,   0.00000,   0.00000,48058465.78819,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-7369561.37711,   0.00000
-115433226.37831,-123240249.51259,-71602042.76727,671449.51155,   0.00000,   0.00000,  -0.11396,  -0.13426,   0.00000,   0.00349,   0.00000,   0.00000,48225158.00656,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-7202869.15874,   0.00000
-115749441.70518,-123728798.12814,-71843471.94999,460097.36506,   0.00000,   0.00000,  -0.11416,  -0.13490,   0.00000,   0.00239,   0.00000,   0.00000,48398148.30751,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-7029878.85779,   0.00000
-116059966.78195,-124214908.06507,-72082462.45410,248745.21856,   0.00000,   0.00000,  -0.11434,  -0.13554,   0.00000,   0.00129,   0.00000,   0.00000,48573074.25271,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-6854952.91259,   0.00000
-116370491.85872,-124701018.00200,-72321452.95821,35767.28633,   0.00000,   0.00000,  -0.11453,  -0.13619,   0.00000,   0.00019,   0.00000,   0.00000,48751112.82756,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-6676914.33775,   0.00000
-116681016.93548,-125187127.93893,-72560443.46233,-177210.64591,   0.00000,   0.00000,  -0.11471,  -0.13683,   0.00000,  -0.00092,   0.00000,   0.00000,48932275.99796,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-6495751.16734,   0.00000
-116999670.94097,-125681366.80458,-72804311.32366,-391814.36388,   0.00000,   0.00000,  -0.11491,  -0.13748,   0.00000,  -0.00204,   0.00000,   0.00000,49119780.95471,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-6308246.21060,   0.00000
-117310196.01774,-126167476.74151,-73043301.82777,-606418.08186,   0.00000,   0.00000,  -0.11509,  -0.13812,   0.00000,  -0.00315,   0.00000,   0.00000,49307168.65046,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-6120858.51484,   0.00000
-117623159.77312,-126659276.92854,-73284731.01050,-822647.58558,   0.00000,   0.00000,  -0.11528,  -0.13877,   0.00000,  -0.00428,   0.00000,   0.00000,49499749.11372,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-5928278.05159,   0.00000
-117936123.52850,-127151077.11557,-73526160.19322,-1038877.08930,   0.00000,   0.00000,  -0.11547,  -0.13942,   0.00000,  -0.00540,   0.00000,   0.00000,49695409.85655,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-5732617.30875,   0.00000
-118249087.28388,-127642877.30260,-73767589.37595,-1256732.37876,   0.00000,   0.00000,  -0.11565,  -0.14008,   0.00000,  -0.00654,   0.00000,   0.00000,49894237.41205,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-5533789.75325,   0.00000
-118562051.03927,-128134677.48963,-74009018.55867,-1476213.45396,   0.00000,   0.00000,  -0.11584,  -0.14073,   0.00000,  -0.00768,   0.00000,   0.00000,50096257.70482,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-5331769.46048,   0.00000
-118875014.79465,-128626477.67666,-74250447.74139,-1695694.52917,   0.00000,   0.00000,  -0.11602,  -0.14138,   0.00000,  -0.00882,   0.00000,   0.00000,50301331.61343,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-5126695.55188,   0.00000
-119187978.55003,-129118277.86369,-74491876.92412,-1915175.60437,   0.00000,   0.00000,  -0.11621,  -0.14203,   0.00000,  -0.00996,   0.00000,   0.00000,50509421.94382,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-4918605.22149,   0.00000
-119503380.98403,-129615768.30082,-74735744.78545,-2136282.46532,   0.00000,   0.00000,  -0.11640,  -0.14269,   0.00000,  -0.01111,   0.00000,   0.00000,50722780.01909,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-4705247.14622,   0.00000
-119818783.41803,-130113258.73795,-74979612.64679,-2359015.11200,   0.00000,   0.00000,  -0.11658,  -0.14335,   0.00000,  -0.01227,   0.00000,   0.00000,50939356.60499,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-4488670.56031,   0.00000
-120134185.85202,-130610749.17508,-75223480.50813,-2581747.75869,   0.00000,   0.00000,  -0.11677,  -0.14401,   0.00000,  -0.01343,   0.00000,   0.00000,51158928.31593,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-4269098.84937,   0.00000
-120449588.28602,-131108239.61220,-75467348.36947,-2804480.40538,   0.00000,   0.00000,  -0.11695,  -0.14467,   0.00000,  -0.01458,   0.00000,   0.00000,51381456.75414,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-4046570.41117,   0.00000
-120759300.46992,-131603291.37072,-75708777.55219,-3028838.83781,   0.00000,   0.00000,  -0.11713,  -0.14533,   0.00000,  -0.01575,   0.00000,   0.00000,51606112.12376,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-3821915.04155,   0.00000
-121074702.90391,-132100781.80785,-75952645.41353,-3253197.27024,   0.00000,   0.00000,  -0.11732,  -0.14599,   0.00000,  -0.01692,   0.00000,   0.00000,51834773.38424,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-3593253.78107,   0.00000
-121392544.01652,-132603962.49507,-76198951.95348,-3479181.48841,   0.00000,   0.00000,  -0.11750,  -0.14665,   0.00000,  -0.01809,   0.00000,   0.00000,52068753.13005,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-3359274.03526,   0.00000
-121702256.20042,-133099014.25359,-76440381.13620,-3706791.49233,   0.00000,   0.00000,  -0.11768,  -0.14731,   0.00000,  -0.01928,   0.00000,   0.00000,52302800.85324,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-3125226.31207,   0.00000
-122020097.31303,-133602194.94081,-76686687.67615,-3932775.71050,   0.00000,   0.00000,  -0.11787,  -0.14798,   0.00000,  -0.02045,   0.00000,   0.00000,52542546.23966,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-2885480.92565,   0.00000
-122332248.17554,-134102936.94943,-76930555.53749,-4162011.50016,   0.00000,   0.00000,  -0.11804,  -0.14865,   0.00000,  -0.02164,   0.00000,   0.00000,52784837.04289,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-2643190.12242,   0.00000
-122650089.28815,-134606117.63665,-77176862.07744,-4389621.50407,   0.00000,   0.00000,  -0.11823,  -0.14932,   0.00000,  -0.02283,   0.00000,   0.00000,53030618.80936,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-2397408.35595,   0.00000
-122962240.15066,-135106859.64527,-77420729.93878,-4618857.29373,   0.00000,   0.00000,  -0.11841,  -0.14998,   0.00000,  -0.02402,   0.00000,   0.00000,53278577.08198,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-2149450.08333,   0.00000
-123274391.01318,-135607601.65388,-77664597.80012,-4849718.86913,   0.00000,   0.00000,  -0.11859,  -0.15065,   0.00000,  -0.02522,   0.00000,   0.00000,53529765.81259,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-1898261.35272,   0.00000
-123594670.80440,-136116472.59120,-77913343.01868,-5080580.44453,   0.00000,   0.00000,  -0.11877,  -0.15133,   0.00000,  -0.02642,   0.00000,   0.00000,53786881.79384,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-1641145.37146,   0.00000
-123906821.66691,-136617214.59982,-78157210.88002,-5311442.01993,   0.00000,   0.00000,  -0.11895,  -0.15200,   0.00000,  -0.02762,   0.00000,   0.00000,54043600.49333,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-1384426.67197,   0.00000
-124221411.20804,-137123646.85853,-78403517.41997,-5543929.38107,   0.00000,   0.00000,  -0.11913,  -0.15267,   0.00000,  -0.02883,   0.00000,   0.00000,54305670.03145,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-1122357.13385,   0.00000
-124536000.74916,-137630079.11724,-78649823.95992,-5776416.74221,   0.00000,   0.00000,  -0.11930,  -0.15335,   0.00000,  -0.03004,   0.00000,   0.00000,54570452.39570,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-857574.76960,   0.00000
-124850590.29029,-138136511.37595,-78896130.49987,-6010529.88910,   0.00000,   0.00000,  -0.11948,  -0.15402,   0.00000,  -0.03125,   0.00000,   0.00000,54838442.79952,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-589584.36579,   0.00000
-125165179.83141,-138642943.63466,-79142437.03982,-6244643.03598,   0.00000,   0.00000,  -0.11966,  -0.15470,   0.00000,  -0.03247,   0.00000,   0.00000,55109103.85826,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-318923.30705,   0.00000
-125479769.37254,-139149375.89337,-79388743.57977,-6478756.18286,   0.00000,   0.00000,  -0.11984,  -0.15538,   0.00000,  -0.03369,   0.00000,   0.00000,55382396.41640,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-45630.74891,   0.00000
-125690428.83682,-139453388.25490,-79764565.20738,-6610813.69198,   0.00000,   0.00000,  -0.12001,  -0.15605,   0.00000,  -0.03492,   0.00000,   0.00000,55333429.06811,   0.00049,55036081.17747,  -0.00013,  -0.00031,   0.00044,  -0.00034,   0.00000,   0.00000,-202652.10936,   1.00000
-125768448.50338,-139572420.63990,-79867184.54492,-6663826.20973,   0.00000,   0.00000,  -0.12019,  -0.15674,   0.00000,  -0.03615,   0.00000,   0.00000,55356256.98784,   0.00059,55057292.10275,  -0.00016,  -0.00037,   0.00053,  -0.00040,   0.00000,   0.00000,-201035.11491,   1.00000
-125843760.19142,-139688526.32081,-79967369.67056,-6716021.92630,   0.00000,   0.00000,  -0.12036,  -0.15742,   0.00000,  -0.03738,   0.00000,   0.00000,55378547.34070,   0.00069,55078136.51580,  -0.00019,  -0.00043,   0.00062,  -0.00047,   0.00000,   0.00000,-199589.17510,   1.00000
-125925755.19420,-139813486.00289,-80075349.54984,-6771470.04117,   0.00000,   0.00000,  -0.12054,  -0.15810,   0.00000,  -0.03861,   0.00000,   0.00000,55402574.62773,   0.00079,55100504.22698,  -0.00021,  -0.00049,   0.00071,  -0.00054,   0.00000,   0.00000,-197929.59926,   1.00000
-126009875.43391,-139941610.20309,-80186197.57797,-6828211.26137,   0.00000,   0.00000,  -0.12072,  -0.15878,   0.00000,  -0.03984,   0.00000,   0.00000,55427244.37541,   0.00090,55123491.68041,  -0.00024,  -0.00056,   0.00080,  -0.00062,   0.00000,   0.00000,-196247.30501,   1.00000
-126092048.16178,-140068015.95556,-80296053.40769,-6885663.75334,   0.00000,   0.00000,  -0.12088,  -0.15946,   0.00000,  -0.04109,   0.00000,   0.00000,55451611.83436,   0.00100,55146528.36472,  -0.00027,  -0.00062,   0.00090,  -0.00069,   0.00000,   0.00000,-194916.53035,   1.00000
-126180502.73000,-140202549.99207,-80412933.60562,-6945498.80588,   0.00000,   0.00000,  -0.12106,  -0.16015,   0.00000,  -0.04233,   0.00000,   0.00000,55477590.71278,   0.00112,55170875.73017,  -0.00030,  -0.00069,   0.00100,  -0.00077,   0.00000,   0.00000,-193285.01739,   1.00000
-126269009.82069,-140339064.55646,-80531647.17911,-7006950.10313,   0.00000,   0.00000,  -0.12123,  -0.16083,   0.00000,  -0.04358,   0.00000,   0.00000,55503982.08017,   0.00123,55195815.08498,  -0.00033,  -0.00077,   0.00110,  -0.00086,   0.00000,   0.00000,-191833.00481,   1.00000
-126361180.97140,-140481751.21483,-80655210.82510,-7069644.62033,   0.00000,   0.00000,  -0.12140,  -0.16152,   0.00000,  -0.04482,   0.00000,   0.00000,55531614.40281,   0.00135,55221672.99774,  -0.00036,  -0.00084,   0.00120,  -0.00094,   0.00000,   0.00000,-190058.59492,   1.00000
-126456264.38936,-140626046.08303,-80781293.47560,-7133929.67435,   0.00000,   0.00000,  -0.12158,  -0.16221,   0.00000,  -0.04607,   0.00000,   0.00000,55559597.78226,   0.00147,55248091.71349,  -0.00040,  -0.00092,   0.00131,  -0.00103,   0.00000,   0.00000,-188493.93123,   1.00000
-126551231.70658,-140772190.19148,-80909128.22012,-7199815.26988,   0.00000,   0.00000,  -0.12175,  -0.16289,   0.00000,  -0.04733,   0.00000,   0.00000,55587982.06001,   0.00160,55275105.70345,  -0.00043,  -0.00100,   0.00142,  -0.00113,   0.00000,   0.00000,-187123.64345,   1.00000
-126649785.32843,-140924405.28983,-81041715.19350,-7266780.71099,   0.00000,   0.00000,  -0.12192,  -0.16359,   0.00000,  -0.04859,   0.00000,   0.00000,55617596.23113,   0.00173,55303015.43930,  -0.00046,  -0.00108,   0.00154,  -0.00122,   0.00000,   0.00000,-185419.20817,   1.00000
-126748695.12355,-141076392.72325,-81175040.53261,-7334970.22786,   0.00000,   0.00000,  -0.12209,  -0.16427,   0.00000,  -0.04985,   0.00000,   0.00000,55647208.53291,   0.00186,55331260.36238,  -0.00050,  -0.00116,   0.00166,  -0.00132,   0.00000,   0.00000,-184051.82946,   1.00000
-126851880.03283,-141235445.99161,-81314480.43755,-7405757.81977,   0.00000,   0.00000,  -0.12225,  -0.16496,   0.00000,  -0.05111,   0.00000,   0.00000,55678251.30978,   0.00200,55360818.82262,  -0.00053,  -0.00124,   0.00178,  -0.00143,   0.00000,   0.00000,-182567.51284,   1.00000
-126956649.33692,-141396855.83319,-81455933.32852,-7476813.93460,   0.00000,   0.00000,  -0.12242,  -0.16566,   0.00000,  -0.05237,   0.00000,   0.00000,55709807.89465,   0.00214,55390773.44723,  -0.00057,  -0.00133,   0.00190,  -0.00153,   0.00000,   0.00000,-180965.55258,   1.00000
-127061108.68348,-141560073.48548,-81599155.59134,-7549500.54210,   0.00000,   0.00000,  -0.12258,  -0.16635,   0.00000,  -0.05364,   0.00000,   0.00000,55741773.31500,   0.00229,55421364.19328,  -0.00061,  -0.00142,   0.00203,  -0.00164,   0.00000,   0.00000,-179590.87828,   1.00000
-127168280.90405,-141724149.70360,-81744473.99034,-7623560.19573,   0.00000,   0.00000,  -0.12275,  -0.16704,   0.00000,  -0.05492,   0.00000,   0.00000,55773959.29132,   0.00243,55452446.75067,  -0.00064,  -0.00151,   0.00215,  -0.00176,   0.00000,   0.00000,-178487.45935,   1.00000
-127280902.32181,-141897897.45661,-81897104.28049,-7699005.16317,   0.00000,   0.00000,  -0.12292,  -0.16774,   0.00000,  -0.05619,   0.00000,   0.00000,55808103.96441,   0.00259,55484869.28871,  -0.00068,  -0.00161,   0.00229,  -0.00188,   0.00000,   0.00000,-176765.32430,   1.00000
-127391097.93198,-142069599.39985,-82048743.72057,-7775458.45302,   0.00000,   0.00000,  -0.12308,  -0.16843,   0.00000,  -0.05746,   0.00000,   0.00000,55841906.89875,   0.00274,55517455.78961,  -0.00072,  -0.00170,   0.00242,  -0.00200,   0.00000,   0.00000,-175548.89086,   1.00000
-127505721.56148,-142245363.61572,-82204507.69193,-7853026.78095,   0.00000,   0.00000,  -0.12325,  -0.16912,   0.00000,  -0.05874,   0.00000,   0.00000,55876567.46677,   0.00290,55550800.07868,  -0.00076,  -0.00180,   0.00256,  -0.00212,   0.00000,   0.00000,-174232.61190,   1.00000
-127619583.98993,-142422417.34985,-82361655.75793,-7932046.93803,   0.00000,   0.00000,  -0.12341,  -0.16982,   0.00000,  -0.06002,   0.00000,   0.00000,55911551.74961,   0.00306,55584732.96952,  -0.00080,  -0.00190,   0.00270,  -0.00225,   0.00000,   0.00000,-173181.21991,   1.00000
-127739565.69154,-142606825.91384,-82524931.45860,-8011819.31557,   0.00000,   0.00000,  -0.12358,  -0.17052,   0.00000,  -0.06130,   0.00000,   0.00000,55948047.81732,   0.00323,55619667.89807,  -0.00084,  -0.00200,   0.00284,  -0.00239,   0.00000,   0.00000,-171620.08075,   1.00000
-127856838.50553,-142788845.60005,-82686992.67559,-8092554.71095,   0.00000,   0.00000,  -0.12374,  -0.17121,   0.00000,  -0.06259,   0.00000,   0.00000,55984145.89695,   0.00340,55654748.34745,  -0.00088,  -0.00210,   0.00299,  -0.00252,   0.00000,   0.00000,-170602.45050,   1.00000
-127977632.47576,-142976908.92260,-82854024.07504,-8174549.13880,   0.00000,   0.00000,  -0.12390,  -0.17191,   0.00000,  -0.06387,   0.00000,   0.00000,56021509.85630,   0.00357,55690839.08425,  -0.00093,  -0.00221,   0.00314,  -0.00266,   0.00000,   0.00000,-169329.22795,   1.00000
-128098306.73725,-143163792.17601,-83021272.62731,-8257593.62704,   0.00000,   0.00000,  -0.12406,  -0.17261,   0.00000,  -0.06516,   0.00000,   0.00000,56058708.63825,   0.00374,55727216.42829,  -0.00097,  -0.00232,   0.00329,  -0.00281,   0.00000,   0.00000,-168507.79004,   1.00000
-128222024.79410,-143356035.78793,-83192548.34772,-8340853.96041,   0.00000,   0.00000,  -0.12422,  -0.17331,   0.00000,  -0.06645,   0.00000,   0.00000,56097042.37969,   0.00392,55764313.54789,  -0.00101,  -0.00243,   0.00344,  -0.00295,   0.00000,   0.00000,-167271.16819,   1.00000
-128347662.93106,-143551010.70135,-83366870.06357,-8425714.26464,   0.00000,   0.00000,  -0.12438,  -0.17401,   0.00000,  -0.06774,   0.00000,   0.00000,56135996.73978,   0.00411,55802201.96388,  -0.00105,  -0.00254,   0.00359,  -0.00311,   0.00000,   0.00000,-166205.22410,   1.00000
-128471765.04761,-143746387.77626,-83541512.29895,-8510966.32534,   0.00000,   0.00000,  -0.12454,  -0.17471,   0.00000,  -0.06904,   0.00000,   0.00000,56175119.17898,   0.00429,55840401.26744,  -0.00110,  -0.00265,   0.00375,  -0.00326,   0.00000,   0.00000,-165282.08846,   1.00000
-128600205.06605,-143945301.46393,-83719915.73966,-8596936.82172,   0.00000,   0.00000,  -0.12470,  -0.17541,   0.00000,  -0.07033,   0.00000,   0.00000,56215004.11553,   0.00448,55879267.61519,  -0.00114,  -0.00277,   0.00391,  -0.00342,   0.00000,   0.00000,-164263.49966,   1.00000
-128730350.31890,-144146583.71082,-83901087.49968,-8684344.51640,   0.00000,   0.00000,  -0.12486,  -0.17612,   0.00000,  -0.07163,   0.00000,   0.00000,56255443.77530,   0.00468,55918873.40417,  -0.00119,  -0.00289,   0.00408,  -0.00359,   0.00000,   0.00000,-163429.62888,   1.00000
-128858674.91754,-144347908.61229,-84082269.00399,-8771980.65977,   0.00000,   0.00000,  -0.12501,  -0.17682,   0.00000,  -0.07293,   0.00000,   0.00000,56295985.96949,   0.00487,55958732.26911,  -0.00124,  -0.00301,   0.00424,  -0.00375,   0.00000,   0.00000,-162746.29962,   1.00000
-128990901.72577,-144552041.89941,-84266205.54546,-8859243.78605,   0.00000,   0.00000,  -0.12517,  -0.17752,   0.00000,  -0.07423,   0.00000,   0.00000,56337140.50067,   0.00507,55998937.56257,  -0.00128,  -0.00313,   0.00441,  -0.00392,   0.00000,   0.00000,-161797.06191,   1.00000
-129123967.00080,-144761103.15701,-84454540.13475,-8949048.56981,   0.00000,   0.00000,  -0.12532,  -0.17823,   0.00000,  -0.07554,   0.00000,   0.00000,56379393.79373,   0.00527,56040425.58983,  -0.00133,  -0.00325,   0.00458,  -0.00410,   0.00000,   0.00000,-161031.79610,   1.00000
-129255874.75623,-144967368.00791,-84641041.75015,-9037833.03948,   0.00000,   0.00000,  -0.12548,  -0.17893,   0.00000,  -0.07684,   0.00000,   0.00000,56421159.77367,   0.00548,56081588.07947,  -0.00138,  -0.00337,   0.00475,  -0.00428,   0.00000,   0.00000,-160428.30580,   1.00000
-129388803.87768,-145174998.72763,-84829064.80381,-9126864.05517,   0.00000,   0.00000,  -0.12563,  -0.17963,   0.00000,  -0.07814,   0.00000,   0.00000,56463279.74976,   0.00568,56123128.70757,  -0.00142,  -0.00350,   0.00492,  -0.00446,   0.00000,   0.00000,-159848.95781,   1.00000
-129525050.98490,-145388341.29208,-85022140.21513,-9217452.95090,   0.00000,   0.00000,  -0.12578,  -0.18034,   0.00000,  -0.07945,   0.00000,   0.00000,56506636.39002,   0.00589,56165791.76847,  -0.00147,  -0.00363,   0.00510,  -0.00465,   0.00000,   0.00000,-159155.37846,   1.00000
-129660340.68007,-145599103.58605,-85213986.79177,-9307877.91323,   0.00000,   0.00000,  -0.12593,  -0.18104,   0.00000,  -0.08076,   0.00000,   0.00000,56549555.32399,   0.00611,56208361.72913,  -0.00152,  -0.00375,   0.00527,  -0.00484,   0.00000,   0.00000,-158806.40514,   1.00000
-129798477.30731,-145814910.79945,-85409879.09480,-9398783.21887,   0.00000,   0.00000,  -0.12608,  -0.18175,   0.00000,  -0.08207,   0.00000,   0.00000,56593570.32513,   0.00632,56251730.23166,  -0.00157,  -0.00389,   0.00545,  -0.00504,   0.00000,   0.00000,-158159.90653,   1.00000
-129937653.02809,-146032088.03648,-85607309.65352,-9489894.24025,   0.00000,   0.00000,  -0.12624,  -0.18246,   0.00000,  -0.08338,   0.00000,   0.00000,56637940.37887,   0.00654,56295479.48343,  -0.00161,  -0.00402,   0.00563,  -0.00524,   0.00000,   0.00000,-157539.10456,   1.00000
-130074622.53861,-146248920.74367,-85804402.33971,-9581044.76085,   0.00000,   0.00000,  -0.12638,  -0.18317,   0.00000,  -0.08469,   0.00000,   0.00000,56682354.55690,   0.00676,56339422.55011,  -0.00166,  -0.00415,   0.00581,  -0.00544,   0.00000,   0.00000,-157067.99321,   1.00000
-130213919.89421,-146464824.73176,-86002538.82061,-9672959.53377,   0.00000,   0.00000,  -0.12653,  -0.18388,   0.00000,  -0.08601,   0.00000,   0.00000,56726638.44671,   0.00699,56383654.83611,  -0.00171,  -0.00429,   0.00600,  -0.00564,   0.00000,   0.00000,-157016.38940,   1.00000
-130352296.61964,-146683364.07264,-86201761.79464,-9764064.33128,   0.00000,   0.00000,  -0.12668,  -0.18459,   0.00000,  -0.08732,   0.00000,   0.00000,56771557.21484,   0.00721,56428149.34270,  -0.00176,  -0.00442,   0.00618,  -0.00585,   0.00000,   0.00000,-156592.12786,   1.00000
-130491762.08729,-146903270.61620,-86402958.65328,-9856132.29210,   0.00000,   0.00000,  -0.12682,  -0.18530,   0.00000,  -0.08864,   0.00000,   0.00000,56816846.14005,   0.00744,56473228.63579,  -0.00181,  -0.00456,   0.00637,  -0.00607,   0.00000,   0.00000,-156382.49574,   1.00000
-130631884.78356,-147123941.56651,-86605144.22500,-9948127.87938,   0.00000,   0.00000,  -0.12696,  -0.18601,   0.00000,  -0.08996,   0.00000,   0.00000,56862369.55418,   0.00767,56518565.44745,  -0.00186,  -0.00470,   0.00656,  -0.00628,   0.00000,   0.00000,-156195.89328,   1.00000
-130772642.22929,-147345338.69982,-86808281.49584,-10040031.30610,   0.00000,   0.00000,  -0.12711,  -0.18672,   0.00000,  -0.09128,   0.00000,   0.00000,56908118.70765,   0.00790,56564150.32803,  -0.00191,  -0.00484,   0.00675,  -0.00650,   0.00000,   0.00000,-156031.62038,   1.00000
-130916044.99770,-147571490.33347,-87015158.66205,-10132151.22817,   0.00000,   0.00000,  -0.12725,  -0.18744,   0.00000,  -0.09260,   0.00000,   0.00000,56954911.62731,   0.00814,56610453.10620,  -0.00196,  -0.00498,   0.00694,  -0.00673,   0.00000,   0.00000,-155541.47889,   1.00000
-131058286.06508,-147794661.92224,-87220493.71202,-10223991.19051,   0.00000,   0.00000,  -0.12739,  -0.18815,   0.00000,  -0.09392,   0.00000,   0.00000,57001176.06139,   0.00838,56656596.34959,  -0.00201,  -0.00512,   0.00713,  -0.00696,   0.00000,   0.00000,-155420.28820,   1.00000
