# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
432415.66910,-423462.96373,19695.95180,   0.00112,  -0.00111,   0.00010,742010.78488,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54686016.38042,   0.00000
873784.04356,-837973.22210,39391.90360,   0.00224,  -0.00221,   0.00020,1484102.58147,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53943924.58383,   0.00000
1308885.52426,-1255169.29208,57297.31433,   0.00336,  -0.00331,   0.00030,2222915.45745,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53205111.70785,   0.00000
1743987.00497,-1672365.36205,76993.26613,   0.00448,  -0.00440,   0.00040,2961868.31675,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52466158.84855,   0.00000
2181774.29728,-2083294.53828,96689.21793,   0.00560,  -0.00549,   0.00050,3697780.43012,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51730246.73519,   0.00000
2622247.40121,-2487956.82074,114594.62866,   0.00671,  -0.00657,   0.00060,4430524.19803,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50997502.96728,   0.00000
3062720.50513,-2892619.10321,132500.03939,   0.00783,  -0.00765,   0.00069,5163279.46087,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50264747.70443,   0.00000
3503193.60906,-3297281.38568,152195.99119,   0.00895,  -0.00873,   0.00079,5896179.77471,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49531847.39060,   0.00000
3946352.52459,-3695676.77439,170101.40192,   0.01006,  -0.00980,   0.00088,6625931.77588,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48802095.38943,   0.00000
4385930.35798,-4090491.08096,188006.81265,   0.01117,  -0.01087,   0.00098,7349500.05676,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48078527.10855,   0.00000
4829089.27351,-4488886.46967,205912.22338,   0.01229,  -0.01194,   0.00107,8079272.11951,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47348755.04580,   0.00000
5271352.91851,-4877433.88248,223817.63411,   0.01340,  -0.01299,   0.00116,8799856.88524,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46628170.28006,   0.00000
5710930.75190,-5272248.18905,241723.04484,   0.01451,  -0.01405,   0.00126,9523448.18989,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45904578.97541,   0.00000
6162147.10226,-5651842.89649,257837.91449,   0.01562,  -0.01509,   0.00134,10244135.56793,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45183891.59738,   0.00000
6598143.85350,-6043076.12091,275743.32522,   0.01672,  -0.01614,   0.00143,10961544.60021,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44466482.56510,   0.00000
7045779.12172,-6419089.74622,291858.19488,   0.01783,  -0.01718,   0.00152,11676075.91334,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43751951.25197,   0.00000
7490728.57832,-6801370.26527,309763.60561,   0.01894,  -0.01822,   0.00161,12393737.58038,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43034289.58492,   0.00000
7938363.84654,-7177383.89057,325878.47526,   0.02005,  -0.01925,   0.00169,13108307.86960,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42319719.29570,   0.00000
8382418.03261,-7549816.43373,341993.34492,   0.02114,  -0.02028,   0.00178,13816702.06733,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41611325.09798,   0.00000
8826472.21868,-7922248.97688,358108.21457,   0.02224,  -0.02130,   0.00186,14525111.89846,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40902915.26684,   0.00000
9276793.29851,-8291995.70843,374223.08423,   0.02335,  -0.02233,   0.00195,15236776.09278,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40191251.07253,   0.00000
9723533.29619,-8658161.35783,390337.95388,   0.02445,  -0.02334,   0.00203,15942266.75419,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39485760.41112,   0.00000
10172959.10547,-9018060.11348,404662.28247,   0.02555,  -0.02435,   0.00210,16644702.35858,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38783324.80673,   0.00000
10613432.20940,-9386911.57449,420777.15212,   0.02664,  -0.02536,   0.00219,17346975.58819,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38081051.57711,   0.00000
11065543.83030,-9740543.43638,435101.48071,   0.02774,  -0.02636,   0.00226,18046517.58423,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37381509.58108,   0.00000
11508702.74583,-10103128.00363,449425.80929,   0.02883,  -0.02736,   0.00234,18745753.70639,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36682273.45891,   0.00000
11963500.17834,-10450492.97177,463750.13787,   0.02992,  -0.02835,   0.00241,19442422.86786,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35985604.29745,   0.00000
12409344.90548,-10806810.64527,478074.46645,   0.03101,  -0.02935,   0.00249,20138771.15212,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35289256.01318,   0.00000
12851608.55048,-11159547.23662,492398.79504,   0.03209,  -0.03033,   0.00256,20828942.34633,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34599084.81897,   0.00000
13302824.90084,-11503331.12261,504932.58255,   0.03318,  -0.03131,   0.00263,21519373.77570,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33908653.38961,   0.00000
13754041.25120,-11847115.00860,519256.91113,   0.03427,  -0.03229,   0.00270,22209961.20037,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33218065.96493,   0.00000
14198990.70781,-12193584.70620,531790.69864,   0.03535,  -0.03327,   0.00277,22897158.01333,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32530869.15198,   0.00000
14646625.97602,-12533787.51004,544324.48615,   0.03643,  -0.03424,   0.00283,23581476.77712,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31846550.38819,   0.00000
15096947.05585,-12867723.42013,556858.27366,   0.03751,  -0.03519,   0.00290,24262929.11085,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31165098.05446,   0.00000
15547268.13567,-13201659.33022,569392.06117,   0.03859,  -0.03615,   0.00296,24944412.49969,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30483614.66562,   0.00000
15997589.21550,-13535595.24031,581925.84868,   0.03967,  -0.03711,   0.00303,25625924.46604,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29802102.69926,   0.00000
16444329.21318,-13865950.06826,594459.63619,   0.04074,  -0.03806,   0.00309,26301272.38595,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29126754.77936,   0.00000
16897336.10461,-14193619.08459,605202.88263,   0.04182,  -0.03901,   0.00315,26979843.47529,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28448183.69001,   0.00000
17344076.10229,-14523973.91253,615946.12907,   0.04289,  -0.03996,   0.00320,27655123.78932,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27772903.37599,   0.00000
17793501.91158,-14848061.84672,626689.37550,   0.04397,  -0.04090,   0.00326,28327564.07555,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27100463.08975,   0.00000
18239346.63872,-15168568.69876,637432.62194,   0.04503,  -0.04183,   0.00331,28993843.92814,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26434183.23717,   0.00000
18691458.25962,-15486389.73920,648175.86838,   0.04610,  -0.04276,   0.00337,29663487.35899,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25764539.80632,   0.00000
19137302.98677,-15806896.59124,657128.57374,   0.04716,  -0.04370,   0.00342,30329707.69209,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25098319.47321,   0.00000
19585833.52552,-16121136.54953,667871.82018,   0.04822,  -0.04462,   0.00347,30993224.63932,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24434802.52598,   0.00000
20034364.06427,-16435376.50781,676824.52554,   0.04928,  -0.04554,   0.00352,31656657.04428,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23771370.12102,   0.00000
20479313.52088,-16746035.38396,685777.23091,   0.05033,  -0.04645,   0.00357,32313931.41446,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23114095.75085,   0.00000
20930529.87124,-17054008.44849,694729.93627,   0.05140,  -0.04736,   0.00361,32974591.23568,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22453435.92962,   0.00000
