# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-1103892.30246,-904600.03911,32696.38696,  -0.00130,  -0.00079,   0.00017,1020541.81069,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54407485.35461,   0.00000
-2202335.20710,-1806864.62201,63835.80310,  -0.00260,  -0.00157,   0.00033,2036650.08886,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53391377.07645,   0.00000
-3306227.50956,-2711464.66112,94975.21925,  -0.00390,  -0.00236,   0.00049,3057044.77829,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52370982.38701,   0.00000
-4402334.95798,-3608279.84620,124557.66459,  -0.00520,  -0.00313,   0.00065,4069634.36454,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51358392.80076,   0.00000
-5503891.80423,-4507430.48748,152583.13913,  -0.00650,  -0.00391,   0.00079,5086372.94317,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50341654.22214,   0.00000
-6605448.65048,-5406581.12877,179051.64285,  -0.00780,  -0.00469,   0.00093,6102979.25834,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49325047.90696,   0.00000
-7701556.09890,-6303396.31384,205520.14658,  -0.00910,  -0.00546,   0.00107,7115302.29162,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48312724.87368,   0.00000
-8803112.94515,-7202546.95513,230431.67950,  -0.01040,  -0.00624,   0.00120,8131785.91110,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47296241.25421,   0.00000
-9896884.93737,-8093912.74237,255343.21242,  -0.01170,  -0.00701,   0.00133,9140614.43824,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46287412.72706,   0.00000
-10996106.32740,-8987613.98583,277140.80372,  -0.01300,  -0.00778,   0.00144,10153483.22396,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45274543.94134,   0.00000
-12095327.71744,-9881315.22929,298938.39502,  -0.01431,  -0.00855,   0.00155,11166364.21434,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44261662.95096,   0.00000
-13189099.70966,-10772681.01654,320735.98633,  -0.01560,  -0.00932,   0.00167,12174960.29097,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43253066.87434,   0.00000
-14285985.64348,-11660932.86217,339419.63602,  -0.01690,  -0.01008,   0.00176,13184249.64233,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42243777.52298,   0.00000
-15377422.17949,-12546849.25160,358103.28571,  -0.01820,  -0.01084,   0.00186,14189258.43566,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41238768.72965,   0.00000
-16474308.11331,-13435101.09723,375229.96459,  -0.01950,  -0.01160,   0.00195,15198459.35859,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40229567.80671,   0.00000
-17563409.19310,-14315568.08882,392356.64347,  -0.02080,  -0.01235,   0.00204,16200014.91423,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39228012.25107,   0.00000
-18654845.72910,-15201484.47825,407926.35154,  -0.02209,  -0.01312,   0.00212,17204832.56091,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38223194.60440,   0.00000
-19743946.80889,-16081951.46984,421939.08881,  -0.02339,  -0.01387,   0.00219,18206194.05727,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37221833.10803,   0.00000
-20836161.83030,-16959304.51982,434394.85527,  -0.02469,  -0.01461,   0.00226,19208407.86690,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36219619.29841,   0.00000
-21925262.91009,-17839771.51142,446850.62173,  -0.02599,  -0.01537,   0.00232,20209699.33094,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35218327.83437,   0.00000
-23012028.53367,-18714789.10519,457749.41738,  -0.02728,  -0.01611,   0.00238,21207548.91974,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34220478.24556,   0.00000
-24091009.30321,-19582021.84492,467091.24223,  -0.02857,  -0.01685,   0.00243,22197661.16118,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33230366.00413,   0.00000
-25177774.92679,-20457039.43869,476433.06707,  -0.02987,  -0.01759,   0.00248,23195453.08044,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32232574.08487,   0.00000
-26262205.09416,-21326607.63464,482660.95030,  -0.03116,  -0.01833,   0.00251,24189724.07294,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31238303.09237,   0.00000
-27341185.86370,-22193840.37437,490445.80434,  -0.03245,  -0.01907,   0.00255,25179807.21833,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30248219.94697,   0.00000
-28423280.57486,-23057959.17249,495116.71676,  -0.03375,  -0.01980,   0.00257,26170688.53667,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29257338.62863,   0.00000
-29499925.88819,-23919742.51440,499787.62918,  -0.03503,  -0.02052,   0.00260,27157290.75124,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28270736.41407,   0.00000
-30576571.20152,-24781525.85630,502901.57080,  -0.03632,  -0.02125,   0.00262,28143833.61148,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27284193.55383,   0.00000
-31650881.05864,-25637859.80038,504458.54160,  -0.03761,  -0.02197,   0.00262,29126975.65922,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26301051.50608,   0.00000
-32725190.91576,-26494193.74446,506015.51241,  -0.03889,  -0.02269,   0.00263,30110148.27748,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25317878.88783,   0.00000
-33794051.37505,-27348192.23233,506015.51241,  -0.04017,  -0.02341,   0.00263,31088960.55674,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24339066.60857,   0.00000
-34868361.23217,-28204526.17642,504458.54160,  -0.04146,  -0.02413,   0.00262,32072039.84801,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23355987.31729,   0.00000
-35932550.77905,-29047625.86863,502901.57080,  -0.04274,  -0.02484,   0.00262,33044155.49726,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22383871.66804,   0.00000
-36999075.78213,-29896174.95868,499787.62918,  -0.04402,  -0.02555,   0.00260,34019573.86598,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21408453.29933,   0.00000
-38063265.32900,-30739274.65090,495116.71676,  -0.04530,  -0.02626,   0.00257,34991619.39952,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20436407.76579,   0.00000
-39127454.87587,-31582374.34311,490445.80434,  -0.04658,  -0.02696,   0.00255,35963700.84530,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19464326.32001,   0.00000
-40189308.96653,-32420024.63751,484217.92111,  -0.04786,  -0.02766,   0.00252,36932418.91388,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18495608.25143,   0.00000
-41248049.11558,-33260788.87351,476433.06707,  -0.04913,  -0.02836,   0.00248,37900131.19574,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17527895.96957,   0.00000
-42302118.35220,-34090654.31387,467091.24223,  -0.05040,  -0.02905,   0.00243,38861157.44323,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16566869.72207,   0.00000
-43356187.58883,-34920519.75422,457749.41738,  -0.05167,  -0.02974,   0.00238,39822226.21309,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15605800.95222,   0.00000
-44410256.82545,-35750385.19458,446850.62173,  -0.05294,  -0.03043,   0.00232,40783283.23220,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14644743.93311,   0.00000
-45458876.66425,-36577915.17872,435951.82608,  -0.05420,  -0.03111,   0.00227,41740059.57873,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13687967.58657,   0.00000
-46505161.04683,-37399995.76504,421939.08881,  -0.05547,  -0.03179,   0.00219,42693453.34822,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-12734573.81708,   0.00000
-47549109.97321,-38216626.95353,407926.35154,  -0.05673,  -0.03247,   0.00212,43643568.24156,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-11784458.92374,   0.00000
-48593058.89958,-39033258.14202,393913.61428,  -0.05799,  -0.03314,   0.00205,44593729.45010,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-10834297.71521,   0.00000
