# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-1183941.00355,-961628.93738,105985.98503,  -0.00140,  -0.00083,   0.00055,1105275.38243,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54322751.78288,   0.00000
-2365943.23908,-1918734.08271,211971.97007,  -0.00281,  -0.00165,   0.00110,2207806.22075,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53220220.94455,   0.00000
-3549884.24262,-2880363.02009,317957.95510,  -0.00421,  -0.00247,   0.00165,3313081.00552,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52114946.15979,   0.00000
-4733825.24617,-3841991.95747,423943.94013,  -0.00562,  -0.00330,   0.00220,4418356.08930,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51009671.07601,   0.00000
-5913242.45768,-4801682.12683,528637.41316,  -0.00702,  -0.00413,   0.00275,5519732.74113,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49908294.42417,   0.00000
-7092659.66918,-5761372.29619,634623.39819,  -0.00841,  -0.00495,   0.00330,6621481.67455,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48806545.49076,   0.00000
-8274015.64870,-6725586.25760,739316.87121,  -0.00981,  -0.00579,   0.00384,7725607.27901,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47702419.88630,   0.00000
-9453432.86021,-7685276.42696,842717.83222,  -0.01121,  -0.00661,   0.00438,8826615.54170,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46601411.62360,   0.00000
-10628326.27966,-8643027.82830,947411.30524,  -0.01260,  -0.00744,   0.00493,9924469.47138,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45503557.69393,   0.00000
-11803219.69912,-9600779.22964,1050812.26625,  -0.01399,  -0.00827,   0.00546,11021953.99231,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44406073.17300,   0.00000
-12975528.09456,-10561115.65501,1154213.22726,  -0.01538,  -0.00910,   0.00600,12118665.96790,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43309361.19740,   0.00000
-14150421.51402,-11518867.05635,1257614.18827,  -0.01677,  -0.00993,   0.00654,13216152.36801,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42211874.79729,   0.00000
-15322729.90945,-12479203.48172,1359722.63726,  -0.01815,  -0.01076,   0.00707,14312499.56966,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41115527.59565,   0.00000
-16493099.53687,-13435016.11504,1463123.59827,  -0.01954,  -0.01159,   0.00761,15406463.71725,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40021563.44805,   0.00000
-17660884.14026,-14393413.77239,1565232.04727,  -0.02092,  -0.01242,   0.00814,16499291.79411,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38928735.37120,   0.00000
-18831253.76767,-15349226.40571,1666047.98425,  -0.02230,  -0.01325,   0.00866,17592522.26914,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37835504.89616,   0.00000
-19999038.37106,-16307624.06306,1768156.43325,  -0.02368,  -0.01408,   0.00919,18685354.43840,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36742672.72691,   0.00000
-21164884.20643,-17261497.92836,1868972.37023,  -0.02506,  -0.01491,   0.00972,19775065.17009,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35652961.99522,   0.00000
-22328145.01778,-18217956.81769,1969788.30721,  -0.02643,  -0.01574,   0.01024,20864012.71853,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34564014.44678,   0.00000
-23489467.06111,-19169891.91498,2069311.73218,  -0.02780,  -0.01657,   0.01076,21949838.88961,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33478188.27570,   0.00000
-24652727.87245,-20126350.80430,2170127.66917,  -0.02917,  -0.01740,   0.01128,23038791.22499,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32389235.94032,   0.00000
-25815988.68380,-21082809.69363,2269651.09414,  -0.03054,  -0.01823,   0.01180,24127380.87928,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31300646.28603,   0.00000
-26972786.93508,-22032806.02290,2367882.00710,  -0.03190,  -0.01906,   0.01231,25209327.42952,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30218699.73578,   0.00000
-28131523.95438,-22987326.14421,2467405.43207,  -0.03327,  -0.01989,   0.01283,26294401.60722,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29133625.55808,   0.00000
-29288322.20567,-23937322.47348,2565636.34502,  -0.03463,  -0.02072,   0.01334,27376352.58837,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28051674.57694,   0.00000
-30442535.43292,-24889903.82677,2663867.25798,  -0.03599,  -0.02155,   0.01385,28457548.44020,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26970478.72510,   0.00000
-31599333.68421,-25839900.15603,2760805.65893,  -0.03736,  -0.02238,   0.01436,29539140.90866,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25888886.25665,   0.00000
-32753546.91146,-26792481.50932,2857744.05987,  -0.03871,  -0.02321,   0.01486,30619980.47116,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24808046.69415,   0.00000
-33901297.57866,-27738600.30255,2954682.46082,  -0.04006,  -0.02404,   0.01536,31694539.37703,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23733487.78828,   0.00000
-35053572.03790,-28686657.86380,3051620.86176,  -0.04142,  -0.02487,   0.01587,32772619.57347,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22655407.59184,   0.00000
-36201322.70509,-29632776.65703,3147266.75070,  -0.04277,  -0.02569,   0.01637,33846822.17867,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21581204.98663,   0.00000
-37346488.34826,-30581480.47428,3242912.63963,  -0.04412,  -0.02653,   0.01686,34920276.10007,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20507751.06524,   0.00000
-38494239.01546,-31527599.26751,3337266.01655,  -0.04547,  -0.02735,   0.01735,35994125.13953,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19433902.02577,   0.00000
-39637465.89061,-32471779.29272,3431619.39347,  -0.04681,  -0.02818,   0.01784,37064459.30439,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18363567.86092,   0.00000
-40780692.76576,-33415959.31793,3525972.77039,  -0.04816,  -0.02901,   0.01834,38134796.72304,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17293230.44226,   0.00000
-41919395.84887,-34358200.57512,3619033.63530,  -0.04949,  -0.02983,   0.01882,39201261.43240,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16226765.73291,   0.00000
-43062622.72402,-35302380.60033,3712094.50021,  -0.05084,  -0.03066,   0.01930,40271247.70360,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15156779.46170,   0.00000
-44199387.03910,-36240098.06547,3805155.36511,  -0.05218,  -0.03148,   0.01979,41334949.18050,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14093077.98481,   0.00000
-45338090.12221,-37182339.32266,3898216.23002,  -0.05351,  -0.03231,   0.02027,42401424.40529,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13026602.76001,   0.00000
-46472269.41327,-38122641.81183,3989984.58292,  -0.05484,  -0.03313,   0.02075,43464029.87556,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-11963997.28975,   0.00000
-47604509.93632,-39058420.50896,4080460.42380,  -0.05617,  -0.03395,   0.02122,44523511.58126,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-10904515.58405,   0.00000
-48736750.45936,-39994199.20609,4172228.77669,  -0.05751,  -0.03477,   0.02170,45583352.09087,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-9844675.07444,   0.00000
-49866405.95838,-40932562.92724,4262704.61758,  -0.05883,  -0.03560,   0.02217,46642097.97084,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-8785929.19446,   0.00000
-50998646.48142,-41868341.62437,4351887.94645,  -0.06016,  -0.03642,   0.02263,47701236.94562,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-7726790.21968,   0.00000
-52126363.21242,-42802181.55348,4441071.27532,  -0.06148,  -0.03724,   0.02309,48756863.80159,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-6671163.36372,   0.00000
