# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
331784.88895,1038443.61346,141331.74490,  -0.00021,   0.00163,   0.00073,950699.97278,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54477327.19252,   0.00000
672187.56722,2085505.01624,284387.04767,  -0.00040,   0.00327,   0.00148,1908387.99348,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53519639.17183,   0.00000
1010004.90869,3126533.96650,425718.79257,  -0.00060,   0.00490,   0.00221,2860283.09385,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52567744.07146,   0.00000
1359887.15522,4172733.59035,565326.97961,  -0.00078,   0.00653,   0.00294,3813834.77106,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51614192.39425,   0.00000
1715801.85427,5221518.55100,706658.72451,  -0.00095,   0.00816,   0.00367,4769406.71661,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50658620.44870,   0.00000
2071716.55333,6270303.51165,847990.46941,  -0.00112,   0.00980,   0.00441,5725005.46154,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49703021.70376,   0.00000
2439696.15743,7324259.14589,987598.65645,  -0.00127,   0.01143,   0.00514,6682363.04021,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48745664.12510,   0.00000
2811122.87727,8374767.66440,1127206.84349,  -0.00142,   0.01305,   0.00586,7635995.68456,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47792031.48075,   0.00000
3185134.93390,9431308.63544,1266815.03053,  -0.00156,   0.01468,   0.00659,8594715.67195,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46833311.49336,   0.00000
3571211.89558,10493020.28007,1406423.21757,  -0.00168,   0.01631,   0.00731,9556061.37261,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45871965.79270,   0.00000
3960735.97300,11551284.80897,1546031.40460,  -0.00180,   0.01793,   0.00804,10513736.73917,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44914290.42613,   0.00000
4352845.38721,12615581.79040,1683916.03378,  -0.00192,   0.01957,   0.00876,11475766.18350,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43952260.98180,   0.00000
4754434.36967,13679016.99290,1821800.66295,  -0.00202,   0.02119,   0.00947,12435474.92056,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42992552.24475,   0.00000
5156023.35214,14742452.19540,1961408.84999,  -0.00212,   0.02281,   0.01020,13396022.53598,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42032004.62932,   0.00000
5569677.23966,15811058.07149,2097569.92130,  -0.00220,   0.02443,   0.01091,14357846.99537,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41070180.16994,   0.00000
5983331.12718,16879663.94758,2235454.55047,  -0.00228,   0.02605,   0.01162,15320524.10293,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40107503.06237,   0.00000
6406464.58295,17947408.04474,2373339.17964,  -0.00234,   0.02767,   0.01234,16281002.01362,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39147025.15169,   0.00000
6832183.37553,19021184.59443,2509500.25095,  -0.00240,   0.02929,   0.01305,17245890.71088,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38182136.45442,   0.00000
7269967.07315,20100131.81771,2645661.32226,  -0.00245,   0.03091,   0.01376,18213703.50449,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37214323.66082,   0.00000
7705165.43398,21173046.58846,2781822.39357,  -0.00249,   0.03252,   0.01447,19176580.95138,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36251446.21393,   0.00000
8146396.24733,22248546.69601,2917983.46488,  -0.00253,   0.03414,   0.01517,20141003.13028,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35287024.03503,   0.00000
8593659.51321,23326632.14036,3052420.97832,  -0.00255,   0.03575,   0.01587,21106241.68636,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34321785.47895,   0.00000
9052987.68414,24409888.25830,3186858.49176,  -0.00256,   0.03736,   0.01657,22074533.15832,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33353494.00699,   0.00000
9509730.51828,25487111.92371,3323019.56307,  -0.00257,   0.03897,   0.01728,23038655.77042,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32389371.39488,   0.00000
9975091.14174,26572953.37845,3455733.51865,  -0.00257,   0.04058,   0.01797,24007976.69817,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-31420050.46714,   0.00000
10443898.88093,27655347.71746,3590171.03209,  -0.00256,   0.04219,   0.01867,24974619.32141,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30453407.84389,   0.00000
10918739.07264,28740327.39326,3724608.54554,  -0.00255,   0.04379,   0.01937,25942923.35863,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29485103.80668,   0.00000
11399611.71688,29827892.40587,3857322.50112,  -0.00252,   0.04540,   0.02006,26912166.97973,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28515860.18558,   0.00000
11880484.36113,30915457.41847,3990036.45670,  -0.00249,   0.04700,   0.02075,27881570.62377,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27546456.54154,   0.00000
12373421.91042,32008193.10467,4122750.41228,  -0.00245,   0.04860,   0.02144,28854225.52436,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26573801.64095,   0.00000
12869806.57544,33097481.67513,4253740.80999,  -0.00239,   0.05020,   0.02212,29822809.38925,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-25605217.77606,   0.00000
13372223.69299,34189355.58240,4384731.20770,  -0.00233,   0.05179,   0.02280,30793153.36498,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24634873.80032,   0.00000
13874640.81054,35281229.48966,4515721.60542,  -0.00227,   0.05339,   0.02348,31763684.45652,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23664342.70879,   0.00000
14389122.83314,36378274.07052,4646712.00313,  -0.00219,   0.05498,   0.02416,32737593.42894,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22690433.73636,   0.00000
14903604.85575,37475318.65138,4777702.40085,  -0.00211,   0.05658,   0.02484,33711703.09237,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21716324.07293,   0.00000
15421533.99408,38568916.11651,4906969.24070,  -0.00202,   0.05817,   0.02552,34681813.55573,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20746213.60957,   0.00000
15945495.58493,39665098.91843,5036236.08055,  -0.00192,   0.05975,   0.02619,35653755.25180,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19774271.91350,   0.00000
16481522.08084,40766452.39395,5165502.92040,  -0.00180,   0.06134,   0.02686,36629199.92114,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-18798827.24416,   0.00000
17017548.57675,41867805.86947,5294769.76025,  -0.00168,   0.06293,   0.02753,37604872.93081,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17823154.23450,   0.00000
17557022.18839,42965712.22926,5422313.04223,  -0.00156,   0.06450,   0.02820,38576624.12299,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16851403.04232,   0.00000
18099081.13683,44069651.04158,5551579.88208,  -0.00143,   0.06609,   0.02887,39554403.15075,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15873624.01455,   0.00000
18650619.65352,45172728.07497,5677399.60620,  -0.00129,   0.06767,   0.02952,40529251.21468,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14898775.95063,   0.00000
19205605.28595,46272357.99262,5804942.88819,  -0.00114,   0.06924,   0.03019,41501684.67841,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13926342.48690,   0.00000
19763176.25516,47378020.36280,5932486.17017,  -0.00099,   0.07081,   0.03085,42479441.59965,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-12948585.56566,   0.00000
20330226.79264,48482820.95405,6058305.89429,  -0.00082,   0.07238,   0.03150,43455086.17511,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-11972940.99019,   0.00000
20897277.33011,49587621.54530,6184125.61841,  -0.00065,   0.07395,   0.03216,44430984.23118,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-10997042.93412,   0.00000
21470360.32011,50695007.47335,6308221.78467,  -0.00047,   0.07552,   0.03280,45408160.76839,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-10019866.39691,   0.00000
