# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-5769.23077,-1244230.76923,57692.30769,   0.00096,  -0.00226,   0.00030,1245371.60871,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54182655.55659,   0.00000
-21153.84615,-2498076.92308,117307.69231,   0.00191,  -0.00453,   0.00061,2495851.58772,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52932175.57758,   0.00000
-30769.23077,-3738461.53846,178846.15385,   0.00286,  -0.00678,   0.00093,3736036.62650,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51691990.53880,   0.00000
-53846.15385,-4984615.38462,238461.53846,   0.00379,  -0.00903,   0.00124,4975085.85754,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50452941.30776,   0.00000
-76923.07692,-6230769.23077,301923.07692,   0.00472,  -0.01128,   0.00157,6214707.15796,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49213320.00735,   0.00000
-113461.53846,-7482692.30769,363461.53846,   0.00563,  -0.01353,   0.00189,7453245.78832,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47974781.37699,   0.00000
-147115.38462,-8727884.61538,426923.07692,   0.00654,  -0.01577,   0.00222,8686794.38197,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46741232.78334,   0.00000
-187500.00000,-9975961.53846,490384.61538,   0.00744,  -0.01801,   0.00255,9919974.96425,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45508052.20105,   0.00000
-231730.76923,-11220192.30769,555769.23077,   0.00833,  -0.02024,   0.00289,11147779.55874,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44280247.60657,   0.00000
-282692.30769,-12467307.69231,621153.84615,   0.00921,  -0.02247,   0.00323,12375247.89065,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43052779.27466,   0.00000
-337500.00000,-13710576.92308,686538.46154,   0.01008,  -0.02469,   0.00357,13597077.30652,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41830949.85878,   0.00000
-399038.46154,-14956730.76923,753846.15385,   0.01094,  -0.02691,   0.00392,14818892.27413,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40609134.89118,   0.00000
-467307.69231,-16205769.23077,821153.84615,   0.01179,  -0.02913,   0.00427,16040421.85032,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39387605.31499,   0.00000
-532692.30769,-17448076.92308,888461.53846,   0.01264,  -0.03134,   0.00462,17256673.62974,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38171353.53557,   0.00000
-611538.46154,-18696153.84615,957692.30769,   0.01347,  -0.03355,   0.00498,18472635.28677,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36955391.87854,   0.00000
-687500.00000,-19937500.00000,1026923.07692,   0.01430,  -0.03575,   0.00534,19683324.01470,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35744703.15060,   0.00000
-770192.30769,-21181730.76923,1096153.84615,   0.01512,  -0.03795,   0.00570,20893768.64599,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34534258.51931,   0.00000
-856730.76923,-22422115.38462,1167307.69231,   0.01593,  -0.04014,   0.00607,22098944.57924,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33329082.58607,   0.00000
-950000.00000,-23665384.61538,1238461.53846,   0.01673,  -0.04233,   0.00644,23303908.99734,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32124118.16797,   0.00000
-1050000.00000,-24911538.46154,1309615.38462,   0.01752,  -0.04452,   0.00681,24508680.30929,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-30919346.85602,   0.00000
-1153846.15385,-26153846.15385,1382692.30769,   0.01830,  -0.04670,   0.00719,25708228.81581,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-29719798.34949,   0.00000
-1254807.69231,-27389423.07692,1455769.23077,   0.01908,  -0.04887,   0.00757,26902497.50909,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-28525529.65622,   0.00000
-1369230.76923,-28630769.23077,1528846.15385,   0.01984,  -0.05104,   0.00795,28096364.90996,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-27331662.25534,   0.00000
-1483653.84615,-29872115.38462,1601923.07692,   0.02060,  -0.05321,   0.00833,29290324.34161,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-26137702.82369,   0.00000
-1601923.07692,-31109615.38462,1676923.07692,   0.02135,  -0.05537,   0.00872,30479096.59327,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-24948930.57203,   0.00000
-1726923.07692,-32350000.00000,1751923.07692,   0.02209,  -0.05753,   0.00911,31667751.81754,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-23760275.34776,   0.00000
-1855769.23077,-33586538.46154,1826923.07692,   0.02282,  -0.05968,   0.00950,32850928.82109,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-22577098.34422,   0.00000
-1991346.15385,-34825961.53846,1903846.15385,   0.02354,  -0.06183,   0.00990,34034341.51782,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-21393685.64748,   0.00000
-2124038.46154,-36058653.84615,1980769.23077,   0.02426,  -0.06397,   0.01030,35212475.47644,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-20215551.68886,   0.00000
-2263461.53846,-37294230.76923,2057692.30769,   0.02497,  -0.06611,   0.01070,36390536.44495,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-19037490.72035,   0.00000
-2413461.53846,-38528846.15385,2134615.38462,   0.02566,  -0.06824,   0.01110,37562995.65732,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-17865031.50799,   0.00000
-2560576.92308,-39756730.76923,2213461.53846,   0.02635,  -0.07036,   0.01151,38730508.18461,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-16697518.98070,   0.00000
-2710576.92308,-40991346.15385,2292307.69231,   0.02704,  -0.07249,   0.01192,39903527.58214,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-15524499.58317,   0.00000
-2868269.23077,-42218269.23077,2371153.84615,   0.02771,  -0.07460,   0.01233,41065593.55832,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-14362433.60698,   0.00000
-3035576.92308,-43454807.69231,2450000.00000,   0.02837,  -0.07672,   0.01274,42233069.12129,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-13194958.04401,   0.00000
-3197115.38462,-44677884.61538,2530769.23077,   0.02903,  -0.07882,   0.01316,43390194.13336,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-12037833.03195,   0.00000
-3365384.61538,-45903846.15385,2609615.38462,   0.02968,  -0.08092,   0.01357,44546998.60888,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-10881028.55643,   0.00000
-3540384.61538,-47132692.30769,2690384.61538,   0.03032,  -0.08302,   0.01399,45704175.48545,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-9723851.67986,   0.00000
-3719230.76923,-48357692.30769,2771153.84615,   0.03095,  -0.08511,   0.01441,46855987.30790,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-8572039.85741,   0.00000
-3898076.92308,-49582692.30769,2853846.15385,   0.03158,  -0.08720,   0.01484,48008275.79822,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-7419751.36708,   0.00000
-4080769.23077,-50803846.15385,2934615.38462,   0.03220,  -0.08928,   0.01526,49154863.35772,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-6273163.80759,   0.00000
-4267307.69231,-52021153.84615,3017307.69231,   0.03281,  -0.09135,   0.01569,50296446.49064,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-5131580.67467,   0.00000
-4460576.92308,-53241346.15385,3100000.00000,   0.03341,  -0.09342,   0.01612,51438123.67061,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-3989903.49470,   0.00000
-4657692.30769,-54457692.30769,3182692.30769,   0.03400,  -0.09548,   0.01655,52574478.27162,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-2853548.89369,   0.00000
-4861538.46154,-55676923.07692,3265384.61538,   0.03458,  -0.09754,   0.01698,53710958.16151,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-1717069.00380,   0.00000
-5065384.61538,-56896153.84615,3350000.00000,   0.03516,  -0.09960,   0.01742,54847944.73287,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-580082.43243,   0.00000
