# sigma_xx, sigma_yy, sigma_xy, epsilon_xx, epsilon_yy, epsilon_xy, vonMises, epsPlastic, hardening, epsilonP__xx, epsilonP__yy, epsilonP__xy, yieldValue, iteration
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-55428027.16531,   0.00000
-578262.21046,-69453.89572,104571.03401,  -0.00100,   0.00032,   0.00054,576067.50288,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54851959.66242,   0.00000
-1151061.75497,-136566.64889,210702.82972,  -0.00199,   0.00065,   0.00110,1148731.48044,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-54279295.68486,   0.00000
-1718398.63352,-201338.25951,318395.38714,  -0.00297,   0.00097,   0.00166,1718015.84279,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53710011.32252,   0.00000
-2280272.84612,-263768.72758,426087.94455,  -0.00394,   0.00130,   0.00222,2283069.49888,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-53144957.66643,   0.00000
-2834343.25021,-318395.38714,535341.26367,  -0.00491,   0.00163,   0.00278,2844680.34617,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52583346.81914,   0.00000
-3385292.13089,-376143.57010,646155.34449,  -0.00587,   0.00196,   0.00336,3403069.36698,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-52024957.79833,   0.00000
-3933899.86902,-428429.08710,758530.18700,  -0.00683,   0.00229,   0.00394,3962300.67843,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-51465726.48687,   0.00000
-4471582.27524,-476032.31900,870905.02952,  -0.00777,   0.00262,   0.00453,4513143.45487,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50914883.71044,   0.00000
-5009264.68146,-523635.55091,984840.63374,  -0.00871,   0.00295,   0.00512,5064941.36093,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-50363085.80438,   0.00000
-5536021.75577,-566556.49770,1100336.99967,  -0.00963,   0.00329,   0.00572,5609302.86103,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49818724.30427,   0.00000
-6060437.68753,-604014.77854,1215833.36559,  -0.01056,   0.00363,   0.00632,6153689.72309,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-49274337.44222,   0.00000
-6581732.09588,-644594.58278,1332890.49321,  -0.01148,   0.00396,   0.00693,6694919.11112,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48733108.05419,   0.00000
-7095222.69572,-677370.57852,1451508.38254,  -0.01238,   0.00430,   0.00755,7232948.95974,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-48195078.20557,   0.00000
-7603250.62961,-707805.43170,1571687.03357,  -0.01329,   0.00464,   0.00817,7767843.13475,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47660184.03056,   0.00000
-8105815.89754,-735899.14233,1691865.68459,  -0.01418,   0.00498,   0.00880,8298672.44984,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-47129354.71546,   0.00000
-8605259.64207,-767114.37636,1813605.09732,  -0.01506,   0.00532,   0.00943,8826393.93735,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46601633.22796,   0.00000
-9094558.43554,-785063.13593,1936905.27175,  -0.01594,   0.00566,   0.01007,9351059.87548,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-46076967.28983,   0.00000
-9580735.70561,-806133.41890,2061766.20789,  -0.01681,   0.00601,   0.01072,9872671.17895,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45555355.98635,   0.00000
-10066912.97567,-827203.70188,2186627.14402,  -0.01768,   0.00635,   0.01137,10394403.78016,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-45033623.38514,   0.00000
-10542164.91383,-843591.69974,2313048.84185,  -0.01853,   0.00669,   0.01203,10908995.83105,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44519031.33425,   0.00000
-11009613.04347,-852175.88910,2441031.30139,  -0.01937,   0.00704,   0.01269,11420663.63098,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-44007363.53432,   0.00000
-11479402.31567,-866222.74442,2569013.76092,  -0.02022,   0.00738,   0.01336,11932426.20347,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-43495600.96184,   0.00000
-11941387.77936,-872465.79123,2700117.74386,  -0.02105,   0.00773,   0.01404,12442322.68545,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42985704.47986,   0.00000
-12392447.91114,-874026.55293,2829660.96510,  -0.02187,   0.00808,   0.01471,12943195.22559,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-42484831.93972,   0.00000
-12845849.18547,-881049.98058,2962325.70974,  -0.02269,   0.00842,   0.01540,13446203.03359,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41981824.13172,   0.00000
-13291446.65129,-880269.59973,3094990.45438,  -0.02350,   0.00877,   0.01609,13945403.18409,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-41482623.98121,   0.00000
-13731581.45116,-877148.07633,3229215.96072,  -0.02431,   0.00911,   0.01679,14441765.64018,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40986261.52513,   0.00000
-14166253.58507,-871685.41037,3365002.22877,  -0.02510,   0.00946,   0.01750,14935319.86669,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40492707.29862,   0.00000
-14595463.05302,-863881.60187,3502349.25851,  -0.02589,   0.00981,   0.01821,15426095.81644,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-40001931.34887,   0.00000
-15019209.85502,-853736.65081,3639696.28826,  -0.02667,   0.01016,   0.01893,15913052.76278,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39514974.40252,   0.00000
-15437493.99107,-841250.55719,3778604.07971,  -0.02744,   0.01051,   0.01965,16397276.27309,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-39030750.89221,   0.00000
-15850315.46116,-826423.32103,3917511.87115,  -0.02820,   0.01086,   0.02037,16877710.24644,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38550316.91886,   0.00000
-16257674.26529,-809254.94231,4059541.18600,  -0.02896,   0.01121,   0.02111,17356551.69528,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-38071475.47003,   0.00000
-16659570.40346,-789745.42104,4201570.50085,  -0.02970,   0.01156,   0.02185,17831650.18826,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37596376.97705,   0.00000
-17056003.87568,-767894.75721,4343599.81571,  -0.03044,   0.01191,   0.02259,18303013.21333,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-37125013.95198,   0.00000
-17452437.34790,-746044.09339,4488750.65396,  -0.03118,   0.01226,   0.02334,18776861.04420,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36651166.12110,   0.00000
-17837945.48821,-719511.14446,4633901.49221,  -0.03190,   0.01260,   0.02410,19243038.32748,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-36184988.83782,   0.00000
-18223453.62852,-692978.19553,4780613.09217,  -0.03263,   0.01295,   0.02486,19710626.81727,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35717400.34804,   0.00000
-18598036.43692,-661762.96150,4927324.69212,  -0.03333,   0.01330,   0.02562,20170597.00952,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-35257430.15579,   0.00000
-18972619.24532,-630547.72747,5077157.81548,  -0.03404,   0.01365,   0.02640,20633160.78465,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34794866.38066,   0.00000
-19333935.57925,-589187.54237,5225430.17714,  -0.03473,   0.01401,   0.02717,21087253.36697,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-34340773.79834,   0.00000
-19697593.05573,-553290.02324,5376824.06220,  -0.03542,   0.01436,   0.02796,21543758.52323,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33884268.64208,   0.00000
-20055787.86626,-515051.36155,5528217.94726,  -0.03610,   0.01471,   0.02875,21996675.31723,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-33431351.84808,   0.00000
-20403057.34488,-472130.41475,5681172.59402,  -0.03677,   0.01506,   0.02954,22443304.53275,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32984722.63255,   0.00000
-20752667.96605,-434672.13391,5835688.00249,  -0.03743,   0.01540,   0.03035,22891206.26990,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32536820.89540,   0.00000
-21094474.77872,-389410.04456,5991764.17265,  -0.03809,   0.01574,   0.03116,23337048.22190,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,-32090978.94341,   0.00000
